im_name	xmin_coord	ymin_coord	xmax_coord	ymax_coord	box_conf	predicted	brand_conf
phSqAmgkUcg125Aq0nswzHMZtFJtlq0OwVWrFtAk	1908	2192	2167	2545	0.19010695815086365	unknown	0.9959144
CKYAwFX2T04wSveFh0n5QxCWCtWaz3CDoiadR1ek	1908	938	2583	1801	0.6980729699134827	bud_light	0.9999957
CKYAwFX2T04wSveFh0n5QxCWCtWaz3CDoiadR1ek	1940	1178	2583	1801	0.14900489151477814	bud_light	1.0
iQGiuuoAbGpQWOX1NpBbr4fOQw7WBH1yxo9P6mE0	1272	875	2450	1688	0.44204655289649963	unknown	0.99757475
IMG_8104	1379	1575	1644	1871	0.13441067934036255	unknown	0.999944
IMG_5480	685	2405	1384	3044	0.12023310363292694	unknown	0.99997246
IMG_5480	1304	1124	1989	1734	0.11072459816932678	unknown	0.999826
IMG_3450	1100	1602	1554	2075	0.8756828308105469	unknown	0.9663144
IMG_6855	23	28	3024	3634	0.21539177000522614	monster	0.9450379
IMG_6855	2192	2174	3019	3143	0.1909732073545456	monster	0.9677048
IMG_3866	1398	1366	1861	1819	0.3240416347980499	bud_light	0.9999157
IMG_6849	1502	2335	1814	2472	0.31844764947891235	unknown	0.9999999
IMG_6849	1001	2174	1242	2429	0.21423937380313873	modelo	0.45649838
IMG_6849	1266	2297	1483	2453	0.10916987806558609	unknown	0.55688053
IMG_3209	1379	808	1889	1219	0.7170854806900024	stella	0.9263958
IMG_3209	1389	2013	1630	2174	0.1476844996213913	unknown	0.99994314
IMG_3209	1332	2145	2348	3011	0.13745395839214325	modelo	1.0
IMG_7665	1200	1299	1913	2240	0.19123844802379608	heineken	0.97049004
IMG_9338	1672	2457	2116	2949	0.7902999520301819	heineken	1.0
Aw3F8NhJa7lT9z5MfNPnA0qz6Hzij74SAiMNVI8R	737	1625	900	1795	0.3971731960773468	unknown	0.99015766
Aw3F8NhJa7lT9z5MfNPnA0qz6Hzij74SAiMNVI8R	3213	938	3357	1052	0.25122299790382385	unknown	0.944929
RE6BKi0UxBu8hWVzrBKpAk3i7eZrIroQCR5rlnHA	1833	1323	2753	1902	0.8822454214096069	unknown	0.9558327
IMG_9330	1138	1143	1871	2093	0.20986859500408173	unknown	0.98405045
IMG_9330	1346	1148	1856	2089	0.18443045020103455	unknown	0.7171204
IMG_9330	2159	888	2334	1091	0.12382113933563232	unknown	0.9997154
IMG_5641	1275	2098	2272	3001	0.5478363633155823	bud_light	0.99980074
IMG_5641	661	1247	1493	2089	0.4664384424686432	bud_light	1.0
IMG_5641	368	964	1771	2316	0.17872291803359985	bud_light	1.0
IMG_5641	897	2093	2277	3044	0.12126878648996353	bud_light	0.99999666
IMG_3572	1219	1966	1970	2642	0.5139734745025635	unknown	1.0
IMG_3572	1667	1895	1975	2127	0.17149947583675385	unknown	0.9923477
p988w46JuP38cQ23cbHWHnCPrhoSb2tWYc6uC3Wl	1618	1168	2131	2075	0.43468254804611206	unknown	0.93277884
p988w46JuP38cQ23cbHWHnCPrhoSb2tWYc6uC3Wl	2475	1225	3250	2331	0.22847431898117065	unknown	1.0
IMG_4357	1228	1488	1691	1966	0.4441930651664734	unknown	0.9877679
IMG_4357	1020	1465	1838	2249	0.1458553969860077	modelo	0.75020397
Mvk93Vvas1LSBdsZTZhGOQZGmYwr2uuq7Cgp7dsf	1237	1942	1582	2287	0.22304390370845795	unknown	0.97268134
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2526	1644	2860	2116	0.8166177868843079	heineken	1.0
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2003	504	2312	1001	0.6264208555221558	heineken	1.0
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2564	1008	2916	1278	0.2822756767272949	corona	0.99970263
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2557	995	2929	1392	0.13924023509025574	corona	0.9999846
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2028	642	2305	989	0.1094738245010376	heineken	1.0
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	2123	1360	2450	1927	0.7923124432563782	corona	1.0
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	1833	1159	2129	1612	0.5533497333526611	corona	0.999987
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	1644	1127	2135	1915	0.4156057834625244	modelo	0.99451536
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	2702	1316	2841	1423	0.1958134025335312	red_bull	0.97354543
x6DnRuMFNm8kfF2PmdBk52LkBdvVeLjT5CEd7s4t	1110	1607	1767	2278	0.38054487109184265	unknown	0.9987269
IMG_8893	1404	1039	1543	1367	0.5492805242538452	unknown	0.9997322
IMG_8893	522	724	1423	1562	0.24511829018592834	unknown	0.99881786
MQrbu5MLkj1uPpofjjvwAPnl3pksDNjKsGcEkmLt	878	954	2532	2580	0.3732267916202545	unknown	0.99993944
9T0MjV6N1D0PYu6T13qpyXphRYeBzMUZwVTzxRGx	1858	1764	2186	1965	0.20397315919399261	bud_light	0.98525465
9T0MjV6N1D0PYu6T13qpyXphRYeBzMUZwVTzxRGx	1858	1934	2186	2066	0.1761072427034378	unknown	0.84372735
wPuLNtjiyMatGz5vCsFDwEfC8usHNzVWWe9sYyvU	1866	1635	1979	1730	0.13680444657802582	unknown	0.4706847
HhSAboXDvcQ2n6G56b1u32NTjzPXzW7SnzzmQbVL	1856	2269	2537	2779	0.7151250243186951	modelo	0.98816633
IMG_5203	1764	1247	2091	1593	0.7828766107559204	heineken	0.9999999
lK2KpkydotGnaOOwlPHGGVhxYsed9iuJK9aRH36Y	1612	1455	2205	2135	0.7950514554977417	heineken	1.0
lK2KpkydotGnaOOwlPHGGVhxYsed9iuJK9aRH36Y	2280	976	2494	1272	0.3075595200061798	heineken	0.9998097
lK2KpkydotGnaOOwlPHGGVhxYsed9iuJK9aRH36Y	1619	1587	2085	2135	0.28366196155548096	heineken	1.0
y8uVhK5SmnT358kqv77EaD42WAQakTLtPxh7cPG6	1311	1591	1985	2161	0.44806593656539917	unknown	0.98687786
hHS0KRdyLmsrDZRJBu8x4vD1ElDmOrXdaiMAUrmP	1582	2240	2386	2855	0.21312212944030762	unknown	0.99998605
hHS0KRdyLmsrDZRJBu8x4vD1ElDmOrXdaiMAUrmP	1568	2245	1861	2580	0.1927899867296219	unknown	0.99999547
BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	1134	797	1856	1481	0.6766979694366455	unknown	0.9999913
BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	660	1481	1551	3704	0.2639462351799011	unknown	0.9999995
BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	2001	2044	2554	2935	0.17777590453624725	unknown	0.9893629
BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	393	1223	1556	3709	0.11096162348985672	unknown	0.9999498
vnQXvgwgh8sIVasQa0jTLtDxGjTGlB1w3HeptYR7	2041	1222	2274	1455	0.8801569938659668	unknown	0.97661054
dVnzJb91eZ05sGSRaPjIvapDOK0vT9diCiVv2wak	1582	1328	2107	2207	0.24732957780361176	unknown	0.9140097
N9RNIZj3jVU8uj3i7YJ4hjPv2b7DQLmJ4UDmcoGt	1650	1197	2173	1726	0.37563395500183105	unknown	1.0
IMG_5833	0	1140	302	1619	0.3438907861709595	unknown	0.9971655
IMG_5833	2337	1770	2450	1883	0.16178962588310242	modelo	0.97434956
IMG_5833	2186	1915	2475	2186	0.1083802655339241	unknown	0.9805875
IMG_2309	1682	1782	2299	2368	0.7954890131950378	heineken	1.0
IMG_2309	2274	1316	2734	1940	0.7299950122833252	heineken	1.0
IMG_2309	2349	1493	2734	1934	0.22630681097507477	heineken	1.0
IMG_9102	2463	1524	2772	1839	0.6023825407028198	corona	0.9999721
QFzSPOKzlPHSENTcTqUW8D8vy4Hs8tTxm95mlgYz	902	1197	1170	1676	0.16670764982700348	gatorade	0.99906
IMG_0826	1091	1772	1677	2495	0.523655891418457	unknown	0.9999999
IMG_6330	1398	1432	2017	2524	0.5432184338569641	unknown	0.9183742
IMG_5256	1474	1938	2253	2760	0.3495227098464966	heineken	1.0
IMG_5256	1615	2155	2069	2533	0.3427479565143585	heineken	1.0
IMG_5256	1209	1545	1436	1834	0.18926605582237244	heineken	1.0
naSBlJx8EbBtUZb0ns5rut5h38oLkn0azlU9hXQ5	1105	1763	1649	2476	0.6225447058677673	unknown	0.74848145
FX6zkVQKVngOBxt0wPIGsUMBskqptikfVztnYEE1	1277	1201	1518	1419	0.3137516677379608	unknown	0.97600776
FX6zkVQKVngOBxt0wPIGsUMBskqptikfVztnYEE1	535	1729	1028	2119	0.17083175480365753	unknown	0.9958097
FX6zkVQKVngOBxt0wPIGsUMBskqptikfVztnYEE1	527	2031	726	2284	0.11271801590919495	unknown	0.9999906
IMG_6741	1669	1562	1997	1644	0.17005914449691772	unknown	0.9999943
1i1eXWTp6MrJwU05wKgvAr2XT3p35LPPLKJDZnNM	1271	2207	1767	2372	0.6013634204864502	unknown	0.99666804
nQFJaMdcdoW8YyNB66E67STcv4MAF7U1xPp6JC68	944	1058	1804	1941	0.7541458010673523	unknown	0.9997303
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	883	709	1119	1025	0.7140296101570129	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	481	1498	685	1805	0.6329664587974548	heineken	0.9999994
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	704	2344	1020	2647	0.5714254379272461	heineken	0.9997259
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	746	1961	1001	2268	0.5479145050048828	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2310	1465	2631	1583	0.541018009185791	heineken	0.99984765
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1379	3044	1540	3218	0.524738609790802	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2381	746	2447	1035	0.5239598751068115	heineken	0.69129956
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2305	1290	2428	1436	0.43799957633018494	heineken	0.9978027
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1743	3053	2045	3365	0.3845731019973755	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2301	1238	2650	1796	0.37912577390670776	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2438	1271	2622	1422	0.3530985713005066	heineken	0.9999999
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1252	1876	1752	2306	0.27730274200439453	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1228	1441	1346	1611	0.26581043004989624	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1332	1512	1578	1834	0.2573525905609131	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	600	3062	926	3365	0.22489623725414276	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1417	2784	1530	2944	0.17929479479789734	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2239	2973	2461	3110	0.1483335793018341	heineken	0.99845207
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	595	2793	940	3365	0.13788151741027832	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	888	1517	1110	1616	0.1364019811153412	unknown	0.6453267
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	585	2807	954	3048	0.13307411968708038	heineken	1.0
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1587	3044	2050	3408	0.11609683930873871	heineken	1.0
IMG_2968	1663	2694	1866	3034	0.32463932037353516	unknown	0.99933654
IMG_2968	1658	2637	2173	3062	0.10739539563655853	unknown	0.994705
IMG_0650	1266	817	1724	1602	0.4221901595592499	lays	0.9994766
IMG_8373	1559	2325	1852	2439	0.4180845320224762	unknown	0.86594176
IMG_8373	2182	1195	2315	1342	0.12207964062690735	unknown	0.9971187
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2079	453	2532	1058	0.6073240637779236	modelo	0.86775947
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1562	1927	1820	2160	0.42214342951774597	modelo	0.9974808
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1795	1745	2022	1984	0.2713751792907715	modelo	1.0
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2879	1946	3175	2192	0.16691642999649048	modelo	1.0
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2387	2211	2583	2412	0.12328124046325684	modelo	0.99997735
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1732	913	1940	1140	0.10915951430797577	modelo	1.0
IMG_6623	623	1819	973	2221	0.7258509397506714	unknown	0.83952296
IMG_3557	1162	1616	2173	2174	0.7388589978218079	coca_cola	0.99781775
IMG_4797	789	831	1422	1635	0.1630946546792984	stella	0.6967159
6fi6JeuBf5GdTOkZjMUKNuz7PjNtiiXH4MuoBjjG	1323	1089	1486	1253	0.5657638907432556	heineken	0.7370693
6fi6JeuBf5GdTOkZjMUKNuz7PjNtiiXH4MuoBjjG	1272	1159	1801	1757	0.2715081572532654	natural_ice	0.49756444
DKsxD8a4REfwIB0gBJAtcObcAqC07ud06P6fMVpi	1232	2415	1659	2668	0.2886178195476532	unknown	0.99793434
aQCGasfi61smY4Hu14QTpREsGHmujDFWXWzsjnVM	1904	1068	2353	1361	0.5649480819702148	unknown	0.9986564
IMG_8736	1896	1203	2438	1745	0.34557101130485535	deer_park	0.9340315
IMG_2966	1356	1384	1828	2065	0.8772398829460144	corona	0.9998234
IMG_1223	2097	2774	2910	3464	0.12754473090171814	unknown	0.9999999
IMG_7709	1039	2547	1582	3044	0.5364492535591125	unknown	0.9970897
IMG_7709	1138	2561	1493	2873	0.3838532567024231	unknown	0.9839882
IMG_7709	1143	2651	1483	2864	0.17492015659809113	unknown	0.99922824
IMG_7709	1148	2732	1483	2859	0.11011787503957748	unknown	0.999566
3IIxk6EMH9n7Un7xYwsPtTCwBPJM4e16TkiehifB	1562	516	1814	945	0.7555626034736633	unknown	0.99999714
3IIxk6EMH9n7Un7xYwsPtTCwBPJM4e16TkiehifB	2173	2041	2305	2217	0.5420493483543396	unknown	0.9449194
3IIxk6EMH9n7Un7xYwsPtTCwBPJM4e16TkiehifB	2803	1707	3238	2009	0.2726880609989166	unknown	0.9998623
IMG_5065	1480	1222	1839	1575	0.6102791428565979	unknown	0.8901428
IMG_7540	2375	1480	2633	1757	0.4101302921772003	unknown	0.54162425
IMG_7540	1549	1442	2230	1896	0.4027719795703888	unknown	0.6911409
IMG_7353	859	1597	1185	1796	0.15553878247737885	unknown	0.9857173
IMG_7353	845	1588	1200	1956	0.11446879059076309	unknown	0.52125823
IVkfQ4dWjihJZ0NzxnVUfXaMXkJR5eTRSU2mByWN	1827	1197	2116	1512	0.41868698596954346	unknown	0.9999974
IMG_3848	1223	1947	1814	2571	0.7053304314613342	unknown	0.9084241
eUNF3jvQp86MjNVVxuYCv8dC9dQyEvmYe80Icae9	1413	2384	1769	2682	0.17995376884937286	unknown	0.9998317
eUNF3jvQp86MjNVVxuYCv8dC9dQyEvmYe80Icae9	1369	1438	1735	1936	0.11522234231233597	unknown	0.9999192
YsdfiPNKjAdJVORmgqqp3QUdS5mSQ149DSZagBLc	567	1593	1430	2198	0.5573377013206482	modelo	0.8633646
IMG_2104	1280	1238	1894	2018	0.4314954876899719	heineken	1.0
IMG_7892	1190	1772	1686	2387	0.6036303043365479	unknown	0.9656939
IMG_7892	1289	1772	1644	2372	0.1722947508096695	corona	0.5961749
IMG_7892	1408	1337	1521	1460	0.13142579793930054	unknown	0.53976774
M3JBcpjpLamkQdLvCpIsPlu1z2G9v6pHKuLipRpW	1756	1418	2475	1862	0.7260944843292236	twix	0.9873039
M3JBcpjpLamkQdLvCpIsPlu1z2G9v6pHKuLipRpW	1768	1418	2293	1650	0.20657266676425934	unknown	0.99108875
LtyaYp00kQdc1LTUAZYOXPGf96JAhHq0EQmPDzml	1682	2335	2036	2476	0.11241160333156586	budweiser	0.9758178
IMG_6011	1015	1243	1445	1630	0.6888532042503357	heineken	1.0
IMG_6011	694	2703	1200	3299	0.5685198307037354	modelo	0.99965954
IMG_6011	1167	1243	1436	1630	0.5345968008041382	heineken	1.0
IMG_6011	1956	1427	2031	1522	0.12714308500289917	heineken	0.99997735
iCAoavgtbEEa4qc99vPkSBOZ7kvxm4QjpSgJGwpo	2683	863	3294	1461	0.61907559633255	heineken	0.99996006
IMG_3250	2060	1512	2349	1732	0.4687817692756653	bud_light	0.9995308
IMG_3250	1751	1197	2016	1568	0.39807480573654175	heineken	1.0
IMG_3250	2242	913	2381	1026	0.13140450417995453	unknown	0.9879467
7j53C7yJCZE5gGYONiu53rrSinShNVFbcWadRWZw	2847	1732	3213	1978	0.3405989706516266	marlboro	0.8955021
7j53C7yJCZE5gGYONiu53rrSinShNVFbcWadRWZw	2898	1556	3068	1713	0.29616060853004456	philip_morris	0.9999937
7j53C7yJCZE5gGYONiu53rrSinShNVFbcWadRWZw	1001	604	2394	2154	0.2641477882862091	unknown	0.9999856
IMG_8989	978	1318	1644	2032	0.10918173938989639	unknown	0.99588984
IMG_8966	1483	2117	1738	2472	0.6350692510604858	heineken	1.0
IMG_8966	907	1559	1365	2075	0.5844594240188599	heineken	1.0
IMG_8966	1474	2032	2012	2476	0.31382378935813904	heineken	1.0
IMG_8966	916	1673	1266	2065	0.22500930726528168	heineken	1.0
IMG_5806	1984	1115	2305	1335	0.18211455643177032	unknown	0.9836684
W1m2LrFECd1nRjcPyEzKpJvQ00B0YO1Zu1xAXJTx	1247	1418	1908	2396	0.6295177340507507	unknown	0.9999672
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1035	1326	1509	1779	0.8169850707054138	unknown	0.9997336
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	2305	1550	2718	1988	0.7331321239471436	unknown	0.99758315
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1672	1570	2172	2208	0.6940100789070129	unknown	0.98899543
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1550	198	1754	591	0.6744281053543091	unknown	0.9914773
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1030	907	1213	1127	0.5677750110626221	corona	0.9995473
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1285	458	1448	759	0.5333711504936218	heineken	0.99932003
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	2213	714	2310	826	0.3119317591190338	heinz	0.51475644
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1769	912	1927	1137	0.2588309943675995	deer_park	0.50404596
IMG_2559	1757	1367	2343	1839	0.8479306697845459	coca_cola	0.99997663
IMG_2944	1266	2580	1393	2779	0.3849712312221527	deer_park	0.9923207
Cunf7NlDwiyY17bsPC87QUuBlrPpOsESfUFqNAkZ	2003	1165	2299	1512	0.559048056602478	unknown	0.99911565
Cunf7NlDwiyY17bsPC87QUuBlrPpOsESfUFqNAkZ	1291	2431	1474	2627	0.535578191280365	unknown	0.9932672
Cunf7NlDwiyY17bsPC87QUuBlrPpOsESfUFqNAkZ	2148	1688	2513	2085	0.48530200123786926	unknown	0.99995756
qj7i8w380fYUCGS4oO9YjUuqa0JGIy700ajPpqiG	1534	2095	2314	3262	0.6190417408943176	unknown	0.99891603
qj7i8w380fYUCGS4oO9YjUuqa0JGIy700ajPpqiG	1663	2855	1874	3252	0.1814446896314621	unknown	0.99467635
qFNX4g7PJI2ktCsCB8QLKC0tdR6pTRSAMr39Kdmd	1048	2528	1658	3058	0.31458351016044617	unknown	0.9999999
cEZ9zgCWK2hsITcvW61WAQeavf2eAP2pX4G2fNEI	1965	1203	2368	1575	0.2361098974943161	bud_light	0.9998884
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	872	831	1142	994	0.5199510455131531	heineken	1.0
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	861	270	1137	428	0.27350491285324097	heineken	1.0
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	948	2045	1132	2238	0.25884464383125305	corona	0.9722198
bwsInOXC4CHjLUbgNOwNMmLOWMLmA84gxgncIH1l	1846	884	2587	1462	0.278396874666214	unknown	0.99999905
IMG_3241	1100	1077	1885	1687	0.8933002948760986	heineken	1.0
IMG_9387	1631	1140	1877	1587	0.5884221792221069	unknown	0.91717887
IMG_9387	1852	1121	2016	1215	0.13061629235744476	unknown	0.9998084
IMG_9387	1638	1146	1770	1581	0.11458013951778412	unknown	0.9988205
RBitme0b9ssc4J9PCW7MwWFkQS0bEFN15fEykShc	1864	1713	2066	2312	0.7698588371276855	unknown	0.85034394
IMG_1312	1337	2027	1748	2202	0.6012044548988342	unknown	0.8233547
IMG_7784	1436	667	1612	919	0.15151551365852356	unknown	0.8414784
IMG_7784	453	0	1310	686	0.13957472145557404	gatorade	0.99997437
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	719	1545	1050	1881	0.35492512583732605	seven_eleven	0.9999473
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	1937	555	2162	831	0.21491877734661102	unknown	0.9942162
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	1392	770	1484	963	0.12963292002677917	starburst	0.7591526
aSAMh5W26GOvhTNa8c0X68Zy4eJx9MhP6YY5vEMC	196	164	251	285	0.45769262313842773	coca_cola	0.9971712
aSAMh5W26GOvhTNa8c0X68Zy4eJx9MhP6YY5vEMC	196	170	250	228	0.16947004199028015	gogo_squeez	0.9714196
IMG_9377	1563	1611	1946	2089	0.2420884519815445	unknown	0.9999999
IMG_9377	1554	1569	2097	2098	0.15810753405094147	unknown	0.99999034
IMG_5774	316	1101	996	2486	0.6539897918701172	bud_light	0.9998049
IMG_5774	373	1384	647	1923	0.12443071603775024	natural_light	0.99938786
IMG_8649	902	699	1030	803	0.41815003752708435	arizona	0.5937744
IMG_3760	2683	1621	2943	1819	0.10501143336296082	unknown	0.99610585
PoZkQE3TPKMrUmLz3sEEz6kNMhD6i2Ef3VLtSRKQ	1644	1085	2262	1800	0.6025466918945312	unknown	0.83635235
IMG_3492	1997	1008	2891	1871	0.7502224445343018	unknown	0.9522597
