im_name	xmin_coord	ymin_coord	xmax_coord	ymax_coord	predicted	conf
CKYAwFX2T04wSveFh0n5QxCWCtWaz3CDoiadR1ek	1990	1203	2469	1644	bud_light	0.695616602897644
iQGiuuoAbGpQWOX1NpBbr4fOQw7WBH1yxo9P6mE0	1638	945	1934	1297	deer_park	0.6828004121780396
IMG_3209	1852	2524	2301	2963	modelo	0.7729220390319824
IMG_3209	1601	2183	2310	2973	modelo	0.7390007972717285
IMG_3209	1658	2363	2305	2968	modelo	0.6965044140815735
IMG_3209	1601	2193	2074	2925	modelo	0.48766815662384033
IMG_9338	1658	2434	2126	2949	heineken	0.9493258595466614
RE6BKi0UxBu8hWVzrBKpAk3i7eZrIroQCR5rlnHA	1839	1323	2759	1902	michelob	0.9786518216133118
IMG_5641	1233	2160	1923	2968	bud_light	0.9560546278953552
IMG_5641	581	1257	1493	2093	bud_light	0.9184522032737732
IMG_3572	1223	1876	1984	2642	deer_park	0.3305407762527466
IMG_3987	2110	1222	2431	1499	nestle_pure_life	0.7298307418823242
IMG_3987	1556	1222	1871	1524	starbucks	0.5914022326469421
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2564	1008	2948	1417	corona	0.9038925170898438
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2003	491	2318	989	heineken	0.8994846940040588
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2538	1663	2860	2116	heineken	0.8715792894363403
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	1669	2028	2129	2236	heineken	0.7581543326377869
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2362	1234	2494	1499	heineken	0.7094349265098572
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2671	384	2816	724	heineken	0.5362192392349243
IMG_9844	1204	1904	1838	2429	deer_park	0.8579517602920532
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	2135	1354	2450	1921	corona	0.8519827723503113
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	2702	1310	2847	1436	red_bull	0.7902548313140869
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	1839	1146	2123	1625	corona	0.7731256484985352
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	1675	1127	2129	1921	corona	0.6167583465576172
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	472	1039	1530	2217	monster	0.5081493854522705
IMG_8893	749	1253	970	1455	mcdonalds	0.3168941140174866
IMG_5203	1745	1241	2097	1606	heineken	0.9349079132080078
lK2KpkydotGnaOOwlPHGGVhxYsed9iuJK9aRH36Y	1606	1449	2217	2116	heineken	0.9316908121109009
vnQXvgwgh8sIVasQa0jTLtDxGjTGlB1w3HeptYR7	2022	1215	2274	1455	starbucks	0.2799489498138428
dVnzJb91eZ05sGSRaPjIvapDOK0vT9diCiVv2wak	1611	1474	1965	2103	fanta	0.7216357588768005
dVnzJb91eZ05sGSRaPjIvapDOK0vT9diCiVv2wak	1615	1460	1965	2108	modelo	0.2671327292919159
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	2116	1134	2230	1234	heineken	0.6641010046005249
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	2337	1096	2457	1215	bud_light	0.6523339748382568
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	1159	1291	1316	1417	corona	0.5579203367233276
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	2148	1291	2280	1442	heineken	0.3686336278915405
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	1285	1102	1417	1241	corona	0.2583913207054138
IMG_5833	2173	1890	2488	2198	nestle_pure_life	0.9171229600906372
IMG_2309	1682	1770	2305	2375	heineken	0.9489588141441345
IMG_2309	2286	1323	2734	1908	heineken	0.942454993724823
IMG_2309	2160	919	2274	1184	heineken	0.7341266870498657
IMG_9102	2463	1556	2746	1808	corona	0.8325108289718628
QFzSPOKzlPHSENTcTqUW8D8vy4Hs8tTxm95mlgYz	879	1193	1189	1660	gatorade	0.7529871463775635
IMG_5256	1483	1928	2282	2732	heineken	0.9240606427192688
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1554	3053	2050	3408	heineken	0.908757209777832
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2301	1247	2655	1796	heineken	0.9085734486579895
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	722	713	1119	1039	heineken	0.8721911311149597
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	349	1503	685	1810	heineken	0.8569893836975098
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	590	3058	916	3374	heineken	0.8539126515388489
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	704	2349	1025	2642	heineken	0.8433843851089478
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	590	2821	949	3034	heineken	0.831357479095459
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2192	373	2400	562	heineken	0.8181443810462952
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	614	1961	996	2249	heineken	0.8133029937744141
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1252	1871	1748	2306	heineken	0.7997961044311523
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1743	1446	2097	1569	heineken	0.7874499559402466
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	888	1522	1105	1611	heineken	0.7700846791267395
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2376	770	2457	1039	heineken	0.7553300857543945
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1086	1493	1587	1852	heineken	0.752223551273346
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1228	1436	1341	1607	heineken	0.6912211775779724
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	751	1961	987	2254	heineken	0.6899963617324829
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2234	2968	2494	3114	heineken	0.6318640112876892
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2962	2453	3024	2902	heineken	0.5259664058685303
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1346	879	1649	1035	heineken	0.42950356006622314
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1379	2528	1682	2722	heineken	0.42935389280319214
IMG_2968	1554	1909	1856	2264	corona	0.9002383351325989
IMG_2968	1918	1852	2088	2041	corona	0.25811976194381714
IMG_8373	1545	2320	1861	2443	kirkland	0.7594386339187622
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1575	1946	1820	2142	modelo	0.9295728802680969
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1713	875	1934	1121	modelo	0.7649928331375122
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2683	1575	2916	1808	modelo	0.666962206363678
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1304	1480	1480	1713	modelo	0.5977566242218018
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1612	1360	1707	1449	modelo	0.5589199066162109
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2160	611	2513	982	modelo	0.5503628849983215
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2110	2343	2331	2595	modelo	0.5079556107521057
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1953	1386	2041	1474	modelo	0.3720816671848297
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2387	2167	2589	2406	corona	0.3482256531715393
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2898	1978	3105	2179	modelo	0.3235171139240265
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2557	781	2828	1058	modelo	0.28892800211906433
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1858	2142	2060	2349	modelo	0.28104689717292786
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1600	1253	1694	1323	modelo	0.2765553295612335
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2564	787	2828	1052	miller_light	0.2598409056663513
IMG_6623	609	1304	1152	2221	corona	0.38198092579841614
IMG_3557	1148	1602	2173	2169	coca_cola	0.9484422206878662
IMG_4797	774	642	1393	1243	corona	0.7661426663398743
IMG_8736	1902	1197	2431	1726	deer_park	0.8937186598777771
IMG_2966	1337	1389	1814	1852	corona	0.45284605026245117
IMG_5065	1486	1234	1827	1549	corona	0.8335860371589661
eUNF3jvQp86MjNVVxuYCv8dC9dQyEvmYe80Icae9	1404	2384	1764	2662	coors	0.8682202100753784
IMG_2104	1266	1238	1852	2004	heineken	0.9046319723129272
IMG_7892	1157	1706	1710	2349	corona	0.8801162242889404
IMG_6011	1015	1247	1426	1621	heineken	0.8461106419563293
IMG_6011	959	2207	1313	2495	corona	0.7838097810745239
IMG_6011	1020	1829	1426	2103	corona	0.7829834818840027
IMG_6011	685	2736	1460	3280	corona	0.5937144160270691
IMG_6011	1667	1413	2055	1536	heineken	0.586463987827301
iCAoavgtbEEa4qc99vPkSBOZ7kvxm4QjpSgJGwpo	2639	850	3345	1518	heineken	0.8544516563415527
IMG_3250	2053	1499	2349	1726	nestle_pure_life	0.8530400395393372
7j53C7yJCZE5gGYONiu53rrSinShNVFbcWadRWZw	2816	1713	3200	1997	marlboro	0.8399141430854797
IMG_8966	888	1555	1370	2070	heineken	0.9366551041603088
IMG_8966	1464	2027	2017	2491	heineken	0.927904486656189
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1667	1565	2167	2218	coca_cola	0.9548889994621277
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	2305	1555	2728	2009	coca_cola	0.8953527212142944
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1774	907	1937	1142	deer_park	0.7690592408180237
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1545	198	1749	596	cheetos	0.7587418556213379
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1050	1443	1387	1769	nestle_pure_life	0.5938100814819336
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1045	917	1229	1116	corona	0.2772090435028076
IMG_2559	1764	1360	2349	1858	coca_cola	0.9160510897636414
IMG_2944	1048	3029	1313	3237	marlboro	0.7358773946762085
IMG_2944	1237	2566	1412	2793	deer_park	0.6055598258972168
IMG_2944	1412	2911	1578	3100	heineken	0.5374268889427185
IMG_2944	1384	1096	1478	1262	kirkland	0.30408456921577454
Cunf7NlDwiyY17bsPC87QUuBlrPpOsESfUFqNAkZ	2142	1694	2513	2079	bud_light	0.8930258750915527
Cunf7NlDwiyY17bsPC87QUuBlrPpOsESfUFqNAkZ	2022	1165	2331	1524	corona	0.7790982723236084
cEZ9zgCWK2hsITcvW61WAQeavf2eAP2pX4G2fNEI	2016	1203	2362	1568	great_value	0.6335683465003967
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1718	2070	1988	2223	heineken	0.9182989597320557
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1749	1846	2004	2019	heineken	0.910373330116272
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	866	265	1137	433	heineken	0.9049922227859497
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1295	606	1545	770	heineken	0.8872079849243164
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1637	2254	1917	2437	heineken	0.8713271617889404
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	872	836	1152	999	heineken	0.8632606267929077
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1025	688	1269	841	heineken	0.8611061573028564
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1937	458	2121	652	corona	0.8572375774383545
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	958	2055	1239	2244	corona	0.8297681212425232
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1014	1076	1290	1229	corona	0.8279247283935547
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1718	1473	1968	1626	corona	0.7705203890800476
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1744	1280	1988	1433	corona	0.7641603350639343
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1703	943	1881	1116	corona	0.6839216947555542
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	2483	1346	2703	1463	corona	0.6409692764282227
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1050	1244	1305	1377	corona	0.6381540894508362
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	2662	1494	2881	1626	corona	0.6357955932617188
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	443	1305	525	1382	corona	0.6052452921867371
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	622	316	775	367	heineken	0.5382336974143982
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1035	1433	1213	1581	corona	0.5155095458030701
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	280	1397	351	1458	heineken	0.4918498992919922
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1698	1122	1917	1269	corona	0.4632807672023773
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	382	1387	438	1433	corona	0.46025538444519043
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	2432	1193	2713	1310	corona	0.40727755427360535
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	158	1320	239	1387	heineken	0.38268324732780457
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	1382	2325	1540	2381	heineken	0.3123818635940552
gMyVYZ2G2PM9Z8QlQc4Wt2QmwJI1bXHIZd6zEIIO	652	821	816	882	heineken	0.2806665301322937
IMG_3241	1096	1077	1889	1696	heineken	0.9427171945571899
IMG_1312	1341	2023	1710	2197	coca_cola	0.8720816969871521
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	724	1545	1045	1881	seven_eleven	0.9057534337043762
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	851	795	1234	984	seven_eleven	0.47799742221832275
PoZkQE3TPKMrUmLz3sEEz6kNMhD6i2Ef3VLtSRKQ	1612	1105	2301	1846	bud_light	0.38640454411506653
IMG_3492	2022	1033	2898	1764	fanta	0.9291859269142151
IMG_2179	1318	1115	1682	1413	corona	0.4894566833972931
IMG_3874	1072	2004	1469	2391	heineken	0.9292031526565552
IMG_3174	982	1427	1549	2183	heineken	0.9478643536567688
IMG_3174	774	813	1020	1262	heineken	0.4593375623226166
IMG_0307	628	1753	1601	3308	heineken	0.7703573703765869
IMG_5118	2091	1505	2507	1953	heineken	0.910895824432373
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1417	1814	1656	2129	heineken	0.9231210947036743
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1228	1757	1467	2060	heineken	0.8900446891784668
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1795	1228	2022	1430	coca_cola	0.8422685265541077
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1719	1669	1997	1890	pepsi	0.7927718758583069
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	2620	1146	2784	1360	modelo	0.7155891060829163
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1719	1669	1997	1890	sprite	0.6978176832199097
IMG_4115	1682	1241	2211	1757	coors	0.4522536098957062
PDTjMw0kHdZB8KpRY0IWV6vRJYGg9yHKQoD6Rwto	1052	1694	1738	2104	marlboro	0.7450137734413147
IMG_9035	1209	1474	1762	1867	heineken	0.8715695142745972
IMG_6477	1077	1852	1403	2183	gatorade	0.9213060736656189
IMG_6477	1762	2405	1998	2651	heineken	0.8521288633346558
IMG_7346	1575	1008	2009	1430	modelo	0.8053838014602661
HjvPpfAeK29UAhoBd8ri6anf3pb0GgDol8OhQd8f	1483	2647	1700	2888	heineken	0.9195826053619385
ZlbBeVYQJFmARnOoP4xVvuYnCpqKkZQGJoKOBVR9	2690	598	3150	1008	modelo	0.5747077465057373
IMG_8991	1308	2065	1658	2325	coca_cola	0.9117249250411987
IMG_1689	1219	1545	1582	1791	deer_park	0.604196310043335
IMG_0822	746	1800	1138	2297	coca_cola	0.2667750120162964
IMG_8563	2236	1291	2910	1978	heineken	0.9535535573959351
IMG_8563	1833	768	2110	1064	heineken	0.8684403896331787
IMG_8563	3332	863	3584	1146	corona	0.2875957489013672
IMG_0692	1162	1923	1554	2141	heineken	0.9169533252716064
IMG_0692	1181	1659	1563	1857	heineken	0.9043649435043335
IMG_0692	2008	2481	2310	2888	heineken	0.9041758179664612
IMG_0692	1899	1824	2154	2202	heineken	0.8766062259674072
IMG_0692	1110	2533	1474	2779	heineken	0.8728175759315491
IMG_0692	1337	2179	1724	2391	heineken	0.8611244559288025
IMG_0692	751	2306	1025	2689	heineken	0.8600785732269287
IMG_0692	1058	2774	1403	2954	heineken	0.8175427913665771
IMG_0692	774	1763	1020	2122	heineken	0.8063347935676575
IMG_0692	1176	1309	1545	1559	heineken	0.7805498242378235
IMG_0957	1601	1167	2206	1725	corona	0.8611655235290527
IMG_0538	1323	1210	1507	1503	deer_park	0.8037184476852417
IMG_6715	269	567	623	888	nestle_pure_life	0.9258064031600952
