im_name	xmin_coord	ymin_coord	xmax_coord	ymax_coord	box_conf	predicted	brand_conf
2020_02_01_UMMTbuMWbCcz97loDwZzVTrzqHE7pG0DIvQ1nTwc	64	361	480	614	0.3992862105369568	unknown	0.81432605
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	298	421	386	585	0.9171182513237	corona	0.99999356
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	218	442	303	613	0.9041141271591187	corona	0.9992835
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	489	348	591	506	0.8965111970901489	corona	0.9999825
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	415	352	517	555	0.7646675705909729	corona	0.9983948
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	263	78	362	169	0.35256272554397583	unknown	0.9759033
2019_11_03_yklUZtntxVJh5Ib4ymZ83Sa9VweDe9yLUBu0TUFE	226	184	427	455	0.891478419303894	starbucks	1.0
2022_05_23_SYDlhhunRX3vKabLrt7aygHztWVWbtRbPGObxEjm	308	126	385	223	0.46285173296928406	unknown	0.9998821
2022_05_23_SYDlhhunRX3vKabLrt7aygHztWVWbtRbPGObxEjm	213	123	403	514	0.3892245590686798	unknown	0.65444344
2022_05_23_SYDlhhunRX3vKabLrt7aygHztWVWbtRbPGObxEjm	212	275	285	473	0.3487458825111389	unknown	0.5571639
2022_02_25_rVxCY9mRfYm28c7cNIq4r5ngF9PsDWNVykme4vHB	302	16	341	62	0.5338239073753357	senorial	0.999985
2022_02_25_WYY5fziEo3noy7SlTmiEcFGddVl6P87Cif4S7Dwb	304	307	336	329	0.329175740480423	niagara	0.9956981
2019_11_30_CZryaOuk5AnkAhZDmjXA6PPWvwhGQN9Vr3tWuEiI	199	199	445	420	0.868850588798523	coca_cola	0.95679194
2022_07_20_hDGqJscaCZ8TnWD7abp02uizrYqWwC5ppji41k71	271	261	389	420	0.7639641761779785	fireball	0.9960497
2022_02_20_lf2FovmSkkV3d5tUoAS3Uiacl8BSAvorCCgMV88X	377	156	543	407	0.8081045150756836	bud_light	0.9994754
2022_02_20_lf2FovmSkkV3d5tUoAS3Uiacl8BSAvorCCgMV88X	95	379	166	485	0.6653068661689758	unknown	0.9849476
2022_02_20_J21MggCi3kYLyJUekvvIxahkAM32TeUSpMp7ntjE	262	373	319	452	0.659241795539856	gatorade	1.0
2022_03_01_RaW06BQRJY0lI2WoqBjNK4gFGbuagLU1bnI6mYST	186	432	250	524	0.683771550655365	unknown	0.99999964
2021_12_22_RBA3UZA5Wp28mF19IVR1Kle9ZyFznmDVW7hGqYUU	35	476	60	535	0.8388369679450989	guinness	0.8716206
2021_12_22_RBA3UZA5Wp28mF19IVR1Kle9ZyFznmDVW7hGqYUU	65	362	92	421	0.539742648601532	miller_light	0.9851686
2021_12_22_RBA3UZA5Wp28mF19IVR1Kle9ZyFznmDVW7hGqYUU	37	199	65	258	0.37593260407447815	unknown	0.98793995
2021_12_22_RBA3UZA5Wp28mF19IVR1Kle9ZyFznmDVW7hGqYUU	537	289	600	367	0.3382765054702759	heineken	0.8862869
2022_03_11_3IIxk6EMH9n7Un7xYwsPtTCwBPJM4e16TkiehifB	153	80	259	197	0.8283097743988037	unknown	0.9826507
2022_03_11_3IIxk6EMH9n7Un7xYwsPtTCwBPJM4e16TkiehifB	425	491	483	541	0.5486485958099365	mikes_hard	0.5324993
2022_03_11_3IIxk6EMH9n7Un7xYwsPtTCwBPJM4e16TkiehifB	227	114	333	217	0.32395198941230774	unknown	0.95875394
2022_12_29_VCis1wMirv1qX42RfHo9Kid2MrlSxvdp1KL5Z8m0	268	179	428	479	0.7201206684112549	unknown	0.98945194
2019_03_19_wdeCF6b3ENCoyyo2LIIY1B0OGCcotjcnh9hO9qwO	190	350	263	434	0.4626741409301758	unknown	0.99997354
2019_03_19_wdeCF6b3ENCoyyo2LIIY1B0OGCcotjcnh9hO9qwO	0	350	89	472	0.43529534339904785	unknown	0.99911636
2023_03_19_YDZE4gcb4K0CLxL5GpMY8QSiPtIV8jDsjXpQUGC9	264	295	370	347	0.5605576038360596	michelob	0.6614726
2019_02_09_ELhrIs2iRRxoO6gDBOhTF15oCxnVrk6B1ibIDHGK	175	187	489	476	0.6341372728347778	dr_pepper	0.998657
112_YrOvZUmj9vf1mk1HaMilxHHUwhYdKadYdgVefWGc	389	295	543	434	0.6998382210731506	unknown	0.8899249
112_YrOvZUmj9vf1mk1HaMilxHHUwhYdKadYdgVefWGc	261	135	378	255	0.5726090669631958	unknown	0.9241348
112_YrOvZUmj9vf1mk1HaMilxHHUwhYdKadYdgVefWGc	59	298	232	506	0.4144476652145386	unknown	0.95387286
2018_09_13_xOkZ1jG0K3VGClsEKpFuAuAxda9mZYbGDqYWee5B	161	262	354	342	0.3232582211494446	unknown	0.9327995
2022_02_10_YAdqfkl2NaOGYlYL2oRsR5TolDR2X0sovGAXo8RD	464	220	575	444	0.7669413089752197	stella	1.0
2022_02_10_YAdqfkl2NaOGYlYL2oRsR5TolDR2X0sovGAXo8RD	223	223	278	353	0.47311633825302124	coca_cola	0.99156696
2022_01_15_uSr5vTATx1y9r91iBDLMzZkqCJhWtZmrVFe7IVNy	63	151	126	192	0.5117387175559998	heineken	0.9839324
2022_01_15_uSr5vTATx1y9r91iBDLMzZkqCJhWtZmrVFe7IVNy	109	328	220	397	0.3981611430644989	heineken	1.0
2022_01_15_uSr5vTATx1y9r91iBDLMzZkqCJhWtZmrVFe7IVNy	297	95	343	140	0.378525972366333	heineken	1.0
2022_01_15_uSr5vTATx1y9r91iBDLMzZkqCJhWtZmrVFe7IVNy	458	25	497	84	0.31159788370132446	heineken	0.9999927
2022_01_15_uSr5vTATx1y9r91iBDLMzZkqCJhWtZmrVFe7IVNy	240	0	309	41	0.3051723539829254	heineken	0.9999995
2022_01_15_uSr5vTATx1y9r91iBDLMzZkqCJhWtZmrVFe7IVNy	80	293	133	318	0.2917213439941406	heineken	0.991214
2022_01_15_uSr5vTATx1y9r91iBDLMzZkqCJhWtZmrVFe7IVNy	35	514	73	572	0.2611927390098572	unknown	0.9721604
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	33	89	145	164	0.8049856424331665	bud_light	0.99934477
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	245	503	289	604	0.6605870127677917	unknown	0.713759
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	548	57	609	114	0.5761035680770874	corona	0.9999995
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	346	494	375	575	0.5585333704948425	unknown	0.91341424
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	472	277	500	303	0.5543472766876221	guinness	0.9865736
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	300	239	321	259	0.37786734104156494	mikes_hard	0.65741754
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	291	493	342	606	0.3712780773639679	heineken	0.99717903
2022_01_15_5sPg6oEzxedo16xdvhHEp8ba46JmTYXbQgnGLRMn	43	290	198	580	0.8150338530540466	unknown	0.99964714
2022_01_15_5sPg6oEzxedo16xdvhHEp8ba46JmTYXbQgnGLRMn	159	216	241	320	0.44517943263053894	gatorade	1.0
2022_01_15_5sPg6oEzxedo16xdvhHEp8ba46JmTYXbQgnGLRMn	435	54	535	78	0.2936694025993347	unknown	0.9984273
2022_02_27_jcYJ2s2N4w3biYLARbJ7TkdRdSrhBqp1d7XW37YF	514	184	568	211	0.6159710884094238	unknown	0.563348
2019_10_12_siRtO99tfPBeihh4Sfz5e9vY9Yfv4ZGG5UeSE59Q	167	180	424	460	0.5987808108329773	white_claw	0.9977099
2019_10_12_siRtO99tfPBeihh4Sfz5e9vY9Yfv4ZGG5UeSE59Q	0	332	69	411	0.3349672853946686	unknown	0.9921165
2019_10_12_siRtO99tfPBeihh4Sfz5e9vY9Yfv4ZGG5UeSE59Q	164	154	508	465	0.26289719343185425	unknown	0.9393919
2022_03_02_ducIUpMkeUl6pf3Kah6UrqQ1JiTz2WLLteFo7pJO	210	207	445	429	0.5715749859809875	vita_coco	0.5227533
2022_07_08_o3V4K3O4MprGpepak3EMoMrSx3vzbCgGFq04oREa	282	281	357	356	0.8162230253219604	heinz	0.99999726
2021_12_29_gEyFz9K8N1VmQFeQWgISxzuAUpDxIGVHRWOb2P9o	296	271	344	366	0.3057950735092163	dunkin	0.9021258
2019_11_03_9YmdmPaNHdnuZ4bOp6yZ52CkC7dTalRuwKKxGpeS	210	71	227	90	0.4734470546245575	keebler	0.5472323
2019_11_03_9YmdmPaNHdnuZ4bOp6yZ52CkC7dTalRuwKKxGpeS	81	234	252	422	0.3488825261592865	unknown	0.9999988
2021_10_06_7PhddMBNvgvEyOfHws73yZiNwalH5odp8YyHkOmK	288	286	359	343	0.7210935354232788	gatorade	1.0
2021_10_06_7PhddMBNvgvEyOfHws73yZiNwalH5odp8YyHkOmK	257	262	381	375	0.33255061507225037	gatorade	1.0
2022_11_01_WKBQxqVb7g8P6KJMmn1RCiM2OT3Qsxh0N8sK5iLp	245	277	382	379	0.8707692623138428	unknown	0.99972934
2022_10_01_ynt1C9X6vIbSEk34pr9md8yj6wfnIAwP0tvjQq3m	106	244	459	479	0.8720605969429016	snickers	0.99999917
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	170	96	350	189	0.5298552513122559	unknown	0.99962354
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	435	369	596	600	0.4765861928462982	unknown	0.99218374
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	163	42	386	214	0.3100193738937378	unknown	0.9359787
2022_02_21_rEKdUDSvHgQ5owKYRAEz4XTvoCW5QPMmAK70FNQF	205	283	430	359	0.8268026113510132	dunkin	0.99223
2021_04_04_IMG_8771	228	233	409	404	0.8368034362792969	coca_cola	0.9998547
2022_07_15_MqcFhqTcpn7M0JYeXWBhLx7GkYRSOD9rwVmhMQcw	212	253	427	391	0.5235936641693115	doritos	0.99992764
2022_07_15_MqcFhqTcpn7M0JYeXWBhLx7GkYRSOD9rwVmhMQcw	4	491	58	539	0.39151111245155334	unknown	0.88923764
2022_02_16_fqEGvopwhJ2NcGiFPRej1Dx9NXprzD38g80QQtm7	26	351	112	421	0.47492823004722595	unknown	0.9970515
2021_05_27_qQwrAjpKkyvYwmOflb1KvXfnYTXz1fUiZqeVgCJn	270	271	369	367	0.5538760423660278	kirkland	0.9735487
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	471	220	534	302	0.6629454493522644	unknown	0.69428134
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	304	294	446	546	0.30760321021080017	unknown	0.98899686
2021_02_21_Noqqa7RJ7hAGtDNoZ9YTGXhENe7fyImFg8HKAWZi	228	161	320	462	0.6224302053451538	unknown	0.9998934
2021_02_21_Noqqa7RJ7hAGtDNoZ9YTGXhENe7fyImFg8HKAWZi	326	246	411	378	0.6062409281730652	reeses	0.62730634
2021_02_21_Noqqa7RJ7hAGtDNoZ9YTGXhENe7fyImFg8HKAWZi	227	161	377	475	0.43033668398857117	unknown	0.7351406
2021_01_30_7CdI0i9xUrJuL0uNpPiDKBkeVI3XzDJk9VwUtX2Y	221	222	386	640	0.5260133147239685	unknown	0.99811554
2021_01_30_7CdI0i9xUrJuL0uNpPiDKBkeVI3XzDJk9VwUtX2Y	272	226	364	411	0.28732532262802124	unknown	0.7539981
2018_09_27_2u2AysP50r8xv2ujqZSrwtGF7HZ1fFB8lykXVRRz	120	433	228	490	0.8214297294616699	aquafina	0.9897782
2018_09_27_2u2AysP50r8xv2ujqZSrwtGF7HZ1fFB8lykXVRRz	269	450	360	513	0.8164597749710083	unknown	0.91365
2018_09_27_2u2AysP50r8xv2ujqZSrwtGF7HZ1fFB8lykXVRRz	383	445	473	502	0.7955501079559326	jack_daniels	0.9695313
2018_09_27_2u2AysP50r8xv2ujqZSrwtGF7HZ1fFB8lykXVRRz	492	443	588	499	0.46131017804145813	unknown	0.9998946
2018_09_27_dcrI2I3q0zF6nLUiLzcK1rK4FL3Pv3XyBXuiIuqf	293	156	371	268	0.681603729724884	gatorade	1.0
2018_09_27_dcrI2I3q0zF6nLUiLzcK1rK4FL3Pv3XyBXuiIuqf	490	113	567	207	0.5953541398048401	fanta	1.0
2018_09_27_dcrI2I3q0zF6nLUiLzcK1rK4FL3Pv3XyBXuiIuqf	94	374	181	542	0.322877436876297	unknown	0.49341276
112_DPYtv1yQFnTaKIKmDztapMaKtASBq6wefhkX6IeU	241	271	399	370	0.8633975982666016	unknown	0.5385557
112_DPYtv1yQFnTaKIKmDztapMaKtASBq6wefhkX6IeU	240	238	272	283	0.4068322777748108	keebler	0.999949
2021_04_16_IMG_1747	153	234	486	402	0.5245991945266724	unknown	0.97525394
2022_07_25_wm7uTCce2DRJjwsh1PzAzcZsJ9sKe6jhe9t6FWvN	272	271	367	365	0.7790098190307617	unknown	0.9987368
2019_10_31_sliSPPwhW5S5LrZV8SQDnnYNqceKrPgN7m7XjE2M	228	125	522	354	0.6965198516845703	unknown	0.95275307
2019_10_31_sliSPPwhW5S5LrZV8SQDnnYNqceKrPgN7m7XjE2M	158	223	448	482	0.3927653133869171	unknown	0.9846103
2022_02_28_yfRPt9dy7U9F0Jyv1fYfTcP2DuCsQd0EkdzkkOHB	230	240	384	418	0.7619159817695618	dunkin	0.9750999
2022_02_28_yfRPt9dy7U9F0Jyv1fYfTcP2DuCsQd0EkdzkkOHB	318	239	383	313	0.5822322964668274	stella	0.4127565
2022_02_28_yfRPt9dy7U9F0Jyv1fYfTcP2DuCsQd0EkdzkkOHB	357	314	414	350	0.28595098853111267	keebler	0.8549323
2022_04_27_hiuJwHtbypbK157mSzwOV9InmsLRowLbwCnpP33e	147	142	493	475	0.9256045818328857	amstel_light	0.9946443
2020_08_28_S7tAC75201qcGBl75JUYA89I9wKIgt6kRBAJbkx7	326	235	433	349	0.7902134656906128	stella	0.8500903
2022_03_01_3PqC0BBBjbKDOPdxh6PLDy86lrWNY8rpwAxINRrW	111	504	264	583	0.26015612483024597	seven_eleven	1.0
2021_05_05_tgRkRKUWMjHRhhXr51O6nGrhSLlKXTmfw8wIjInW	254	206	316	293	0.46732157468795776	unknown	0.9988939
2021_07_05_FpsciVvilKSb1nuHNHTJJxxhYrcpnPT0L21Vr9Jn	274	270	369	368	0.6396745443344116	michelob	0.9964347
2022_01_19_WOActSVIxJ8bxZRUehdNHCC71lEf5Pti06CKdZzY	489	334	599	563	0.7860146164894104	corona	0.99821544
2022_01_19_WOActSVIxJ8bxZRUehdNHCC71lEf5Pti06CKdZzY	335	342	376	401	0.7599935531616211	heineken	0.9999976
2022_01_19_WOActSVIxJ8bxZRUehdNHCC71lEf5Pti06CKdZzY	433	389	476	453	0.6052883267402649	starbucks	1.0
2022_01_19_WOActSVIxJ8bxZRUehdNHCC71lEf5Pti06CKdZzY	52	67	92	177	0.5586516857147217	bud_light	1.0
2022_01_19_WOActSVIxJ8bxZRUehdNHCC71lEf5Pti06CKdZzY	316	330	429	617	0.34025341272354126	modelo	0.9997335
2022_01_19_WOActSVIxJ8bxZRUehdNHCC71lEf5Pti06CKdZzY	518	95	587	181	0.2632598876953125	unknown	0.9844701
2022_03_01_WN0VCWJZFfT9Cnt7ZvN5rOdXwq19iRtBUrmcZ1eb	49	405	146	555	0.8557335734367371	amstel_light	0.9991585
2022_03_01_WN0VCWJZFfT9Cnt7ZvN5rOdXwq19iRtBUrmcZ1eb	505	80	582	229	0.6413467526435852	unknown	0.9929408
2018_08_20_fsbxGXEsV2nFO5qcbg5rdWcCxuuMlwE3Gnmi45lg	168	9	504	389	0.3584945797920227	mountain_dew	0.90826416
112_zBIRtlw6Lmp1P8zF71e2U7a0EM1NLoNamUO67Bd8	212	277	311	376	0.8011513352394104	dr_pepper	0.99997544
112_zBIRtlw6Lmp1P8zF71e2U7a0EM1NLoNamUO67Bd8	506	348	630	479	0.4519888758659363	unknown	0.9999535
2018_02_16_i278ijJ3cDM98C8eLHoNiKqUyU9jGMjq1l4Oh9VY	461	110	603	417	0.6404647827148438	stella	0.9017217
2018_02_16_i278ijJ3cDM98C8eLHoNiKqUyU9jGMjq1l4Oh9VY	252	345	320	565	0.6149761080741882	unknown	0.9865978
2022_01_21_PSiMuSpAFwdPpawyRFERjn4adpKwEMnrcXGIBUMw	533	374	572	401	0.26354363560676575	jack_daniels	0.99984205
2021_05_09_IMG_6079	254	240	397	381	0.5616283416748047	unknown	0.9930326
2022_03_04_EWJgSvq11BqxKG1nAvNwuvNfZhQjMbvZKNJ0igD0	256	273	319	328	0.7281332612037659	miller_light	1.0
2022_05_21_aGad7tlFN2BPOv8rJ1DG1Mt7LZER9Mbf3AxhcW2i	302	309	332	329	0.28234580159187317	unknown	0.96018296
2021_03_09_IMG_4171	135	170	278	484	0.7386487722396851	unknown	0.7829656
2022_02_11_Mme6HOD8gyR0Ci65qHqtQbjucaWPALud04VZBpYF	129	97	191	223	0.7334490418434143	unknown	0.9999701
2022_02_11_Mme6HOD8gyR0Ci65qHqtQbjucaWPALud04VZBpYF	110	245	138	275	0.35532668232917786	twizzlers	0.9585827
2021_07_27_4Dt74PxjuvzySeQbOvZVGek1LXvkmExTynNvpW06	232	200	315	347	0.3234913647174835	unknown	0.9732679
2019_04_27_ewAZoQmpN6RlidAzfWxcEZsAOSObXffgjswTLPXa	294	330	366	375	0.7068723440170288	unknown	0.99743646
2019_04_27_ewAZoQmpN6RlidAzfWxcEZsAOSObXffgjswTLPXa	208	430	491	606	0.56936115026474	unknown	0.98326266
2019_04_27_ewAZoQmpN6RlidAzfWxcEZsAOSObXffgjswTLPXa	212	446	419	598	0.5550814270973206	unknown	0.9960467
2019_04_27_ewAZoQmpN6RlidAzfWxcEZsAOSObXffgjswTLPXa	374	54	435	81	0.2704782485961914	unknown	0.975224
2022_02_15_UNTVpd1TLZNYnu0BNSNZppw9NPpd0xFZEBjdjK6B	48	329	125	431	0.5418934226036072	unknown	0.9982249
2022_02_15_UNTVpd1TLZNYnu0BNSNZppw9NPpd0xFZEBjdjK6B	120	285	164	352	0.43275395035743713	mikes_hard	0.8874613
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	537	50	573	83	0.3148185908794403	gogo_squeez	0.9910262
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	147	240	215	277	0.28472232818603516	niagara	0.9310741
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	279	210	321	265	0.25900599360466003	niagara	0.9938949
2022_01_09_RXt4L98H15NBvvhvaRrgTTXUEHkZLoeVhagPLaI7	578	396	609	462	0.7466098666191101	pepsi	0.5751171
2022_01_09_RXt4L98H15NBvvhvaRrgTTXUEHkZLoeVhagPLaI7	195	190	235	288	0.6897144913673401	heineken	0.97585505
2022_01_09_RXt4L98H15NBvvhvaRrgTTXUEHkZLoeVhagPLaI7	589	457	612	487	0.524747908115387	kelloggs	0.7164581
2022_01_09_RXt4L98H15NBvvhvaRrgTTXUEHkZLoeVhagPLaI7	550	209	594	265	0.4174494445323944	unknown	0.9621016
2022_01_09_RXt4L98H15NBvvhvaRrgTTXUEHkZLoeVhagPLaI7	480	510	511	567	0.272142618894577	gatorade	0.9731866
2022_01_09_RXt4L98H15NBvvhvaRrgTTXUEHkZLoeVhagPLaI7	336	543	368	615	0.25553542375564575	guinness	0.89595425
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	86	23	177	65	0.6958733797073364	unknown	0.6138513
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	81	94	191	150	0.40116241574287415	unknown	0.9997465
2022_02_20_f1TGMspF7picCwsYnb6Ih42CfHFxQhH0MCydua3K	168	414	309	520	0.751229465007782	nestle_pure_life	0.92475855
2022_02_20_f1TGMspF7picCwsYnb6Ih42CfHFxQhH0MCydua3K	268	104	477	316	0.5753160715103149	lays	0.60348266
2022_02_20_f1TGMspF7picCwsYnb6Ih42CfHFxQhH0MCydua3K	296	406	335	439	0.3175901472568512	philip_morris	0.40275025
2022_02_20_eubIFLXHo7omnLMquaj9NPWbARATZxNe44FZvurB	104	271	217	482	0.7222590446472168	unknown	0.9640978
2022_02_20_eubIFLXHo7omnLMquaj9NPWbARATZxNe44FZvurB	422	128	541	347	0.3345453143119812	monster	0.999592
2019_06_11_q3e6MnGCUJ7KpOomDiPicBLxSKujHdqjOk4tf5OO	171	169	469	464	0.8559809923171997	heineken	0.9908779
2021_06_05_IMG_0565	293	374	432	475	0.39710336923599243	heineken	0.99988353
2020_05_01_Adjustments	271	345	356	400	0.8354180455207825	unknown	0.99805754
2020_05_01_Adjustments	397	301	456	339	0.8042760491371155	unknown	0.9873324
2020_05_01_Adjustments	323	14	412	51	0.7834246754646301	unknown	0.9999982
2020_05_01_Adjustments	538	307	620	348	0.6766228675842285	guinness	0.5184648
2020_05_01_Adjustments	118	597	199	626	0.6612139344215393	modelo	0.54131967
2020_05_01_Adjustments	423	136	494	162	0.5981031060218811	unknown	0.7277258
2020_05_01_Adjustments	295	131	394	164	0.5864861011505127	unknown	0.5904959
2020_05_01_Adjustments	424	406	498	446	0.45188048481941223	unknown	0.9386642
2020_05_01_Adjustments	72	376	95	389	0.4139583706855774	kelloggs	0.87315685
2020_05_01_Adjustments	202	54	269	80	0.40993520617485046	gatorade	0.98101866
2020_05_01_Adjustments	48	515	74	534	0.3296203315258026	mikes_hard	0.9651568
2020_05_01_Adjustments	159	368	232	394	0.30403488874435425	unknown	0.99999225
2020_05_01_Adjustments	310	241	392	271	0.2528313398361206	unknown	0.9755014
2019_06_11_Q9HYzqELIGLyXu23WE5bqrJx4GIYwmGGQ3aRl12N	213	228	437	413	0.5563298463821411	bud_light	0.7848341
2022_02_27_vn9ZMmwiD8czXRJbsJSYPmmAfdDOyKEFn7QE7z6t	55	465	85	519	0.7040983438491821	pepsi	0.9931907
2022_02_27_vn9ZMmwiD8czXRJbsJSYPmmAfdDOyKEFn7QE7z6t	512	251	583	513	0.2814848721027374	corona	0.6930338
2022_02_27_vn9ZMmwiD8czXRJbsJSYPmmAfdDOyKEFn7QE7z6t	208	148	271	252	0.25834500789642334	unknown	0.9977379
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	30	263	87	360	0.7489132285118103	modelo	0.811149
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	127	279	165	359	0.6166498064994812	corona	0.99596053
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	537	103	569	172	0.5817180871963501	heineken	1.0
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	466	90	496	158	0.5156790018081665	heineken	0.99999607
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	425	80	458	147	0.3825974464416504	heineken	0.99999714
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	497	102	530	169	0.3556033670902252	heineken	0.9999919
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	573	100	605	169	0.3091982901096344	heineken	0.99997735
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	400	63	424	132	0.30567729473114014	heineken	0.9944688
2021_12_27_7mtFIQqSHDfCcJOybT61Cb5a1mbdTG915B8IQ9PK	239	102	273	155	0.258115291595459	unknown	0.9999877
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	129	282	201	395	0.8957778215408325	unknown	0.99973506
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	511	60	579	181	0.8915349245071411	unknown	0.999433
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	312	91	379	212	0.8660897016525269	unknown	0.9999988
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	278	447	345	510	0.8655763864517212	aquafina	0.94987935
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	386	418	460	525	0.8608872890472412	unknown	0.9434893
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	224	82	288	201	0.856279730796814	unknown	0.9999709
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	392	129	458	204	0.7775506377220154	guinness	1.0
2022_01_21_aQl3VJrtCcG77VCptQZ5SgPmiDj5CBfpcqnCJCMe	40	95	120	229	0.7506370544433594	unknown	0.99997056
2019_02_04_PmOrhYgq98g6NxdPWgPBjlIqrwMEZ1dI1Ulz8m7A	262	260	381	379	0.8801489472389221	unknown	0.9731836
