im_name	xmin_coord	ymin_coord	xmax_coord	ymax_coord	box_conf	predicted	brand_conf
2022_01_14_r5FbF4CEARs6xTrIWe5gGjfGaKqnCTxBTBQ3DhG1	415	167	450	191	0.3310348391532898	reeses	0.9212628602981567
2022_01_14_r5FbF4CEARs6xTrIWe5gGjfGaKqnCTxBTBQ3DhG1	39	271	106	352	0.13011866807937622	heineken	0.9999029636383057
2021_04_16_IMG_1549	234	367	312	417	0.6381993889808655	unknown	0.9890651702880859
2021_04_16_IMG_1549	266	228	383	375	0.44034919142723083	niagara	0.5718823075294495
2022_01_17_SFEQr1n1XsC33cohvvzTYG9In1IKQcMfwWqjnJkG	415	208	522	377	0.8715775609016418	mcdonalds	0.9999992847442627
2022_01_17_SFEQr1n1XsC33cohvvzTYG9In1IKQcMfwWqjnJkG	127	205	300	399	0.5408995747566223	corona	0.9999978542327881
2022_01_17_SFEQr1n1XsC33cohvvzTYG9In1IKQcMfwWqjnJkG	105	197	315	639	0.19577151536941528	corona	0.9999998807907104
2021_10_06_7PhddMBNvgvEyOfHws73yZiNwalH5odp8YyHkOmK	288	286	359	343	0.7210936546325684	gatorade	1.0
2021_10_06_7PhddMBNvgvEyOfHws73yZiNwalH5odp8YyHkOmK	257	262	381	375	0.33254924416542053	gatorade	1.0
2021_10_06_7PhddMBNvgvEyOfHws73yZiNwalH5odp8YyHkOmK	0	173	37	281	0.19973616302013397	monster	0.673250138759613
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	80	504	152	555	0.7520439028739929	guinness	1.0
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	349	424	437	472	0.7482213377952576	guinness	0.999957799911499
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	224	491	312	539	0.6499856114387512	guinness	1.0
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	433	135	530	171	0.6215449571609497	marlboro	0.9998390674591064
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	407	48	475	69	0.4614706039428711	monster	0.5465004444122314
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	449	105	493	129	0.3470660448074341	philip_morris	0.6239015460014343
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	477	45	501	61	0.31623706221580505	keebler	0.8692856431007385
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	349	457	434	471	0.2768004536628723	unknown	0.7756794095039368
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	457	273	504	305	0.25485509634017944	unknown	0.6636015176773071
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	225	524	311	538	0.2359166145324707	unknown	0.9357437491416931
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	457	281	504	303	0.18868914246559143	jack_daniels	0.9979509711265564
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	78	496	165	594	0.18222376704216003	guinness	0.9999985694885254
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	170	96	350	189	0.5298561453819275	unknown	0.9996236562728882
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	435	369	596	600	0.4765848219394684	unknown	0.9921837449073792
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	163	42	386	214	0.3100188672542572	unknown	0.9359807968139648
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	0	168	286	640	0.17031240463256836	unknown	0.9999978542327881
2021_05_29_VU7UVF4xfdumsr1Svj6AnIOsamuoK2ZPPKJDdDsv	285	379	411	473	0.8511565327644348	nestle_pure_life	0.7228510975837708
2021_07_19_yD1q4ppDe8tsIDFYA5UxsmNfDikF5sm26F1ySmAJ	531	167	568	207	0.2882882356643677	unknown	0.9252965450286865
2021_07_19_yD1q4ppDe8tsIDFYA5UxsmNfDikF5sm26F1ySmAJ	508	226	574	313	0.2683866620063782	unknown	0.5989507436752319
2022_02_20_lf2FovmSkkV3d5tUoAS3Uiacl8BSAvorCCgMV88X	377	156	543	407	0.8081051111221313	bud_light	0.999475359916687
2022_02_20_lf2FovmSkkV3d5tUoAS3Uiacl8BSAvorCCgMV88X	95	379	166	485	0.6653071045875549	unknown	0.9849476218223572
2022_02_20_lf2FovmSkkV3d5tUoAS3Uiacl8BSAvorCCgMV88X	114	382	146	465	0.10917021334171295	unknown	0.9952942728996277
2022_03_25_MJ3FwiMkU6211YatX5ZLj0kE91Yv5F3Lxe5dFqAV	145	118	269	282	0.6598411798477173	dasani	0.5406894683837891
2022_03_25_MJ3FwiMkU6211YatX5ZLj0kE91Yv5F3Lxe5dFqAV	461	513	524	550	0.13302701711654663	great_value	0.9999864101409912
2022_01_01_RlyJoyZ5NalFeL2w4YXPoAqIFYVPpHysCopmZLtJ	95	100	155	138	0.7550066709518433	gogo_squeez	0.9905803799629211
2022_01_01_RlyJoyZ5NalFeL2w4YXPoAqIFYVPpHysCopmZLtJ	107	504	137	529	0.5808613300323486	guinness	1.0
2022_01_01_RlyJoyZ5NalFeL2w4YXPoAqIFYVPpHysCopmZLtJ	420	182	540	245	0.28730037808418274	unknown	0.654264509677887
2021_05_05_tgRkRKUWMjHRhhXr51O6nGrhSLlKXTmfw8wIjInW	254	206	316	293	0.4673211872577667	unknown	0.9988938570022583
2019_03_08_yPvrfhKq1mGeJ09uFgAgCv1EG1stHHQYxccHLvPG	152	166	490	480	0.83631831407547	snickers	0.9987813830375671
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	471	220	534	302	0.662945032119751	unknown	0.6942840218544006
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	304	294	446	546	0.3076033294200897	unknown	0.9889971017837524
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	449	190	465	212	0.18748407065868378	keebler	0.9999960660934448
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	469	405	499	449	0.1102209985256195	heineken	0.9485043883323669
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	125	293	189	359	0.1096312403678894	unknown	0.6413765549659729
2018_08_13_swBTkaYEa7q560s2fmVvjNFeNmlCvX9Y1UB2LdqV	164	453	461	532	0.7372661232948303	unknown	0.9951157569885254
2018_08_13_swBTkaYEa7q560s2fmVvjNFeNmlCvX9Y1UB2LdqV	241	86	383	151	0.24392908811569214	monster	0.9740729331970215
2018_08_13_swBTkaYEa7q560s2fmVvjNFeNmlCvX9Y1UB2LdqV	211	303	453	449	0.17726939916610718	unknown	0.9738040566444397
2021_03_21_IMG_6038	211	215	441	420	0.5376980304718018	bud_light	0.8337343335151672
2021_03_21_IMG_6038	213	253	427	384	0.19859731197357178	deer_park	0.9965662956237793
2022_02_20_1M5HfsFJYHfiYguHHfcuBJGK1xQ4DCQmgy5RRRVC	121	394	220	523	0.7712604403495789	pepsi	0.9999997615814209
2022_02_20_1M5HfsFJYHfiYguHHfcuBJGK1xQ4DCQmgy5RRRVC	453	117	565	177	0.5596082806587219	unknown	0.8951849341392517
2022_02_20_1M5HfsFJYHfiYguHHfcuBJGK1xQ4DCQmgy5RRRVC	423	132	450	198	0.31713011860847473	gatorade	0.9892873764038086
2022_02_20_1M5HfsFJYHfiYguHHfcuBJGK1xQ4DCQmgy5RRRVC	421	116	565	186	0.10646947473287582	unknown	0.9934506416320801
2022_03_30_nUMK0KFKt1cBXBokYIliij3sXUKAOXcMr517O6mr	263	273	376	362	0.7766562104225159	cheetos	0.6755084991455078
2022_03_30_nUMK0KFKt1cBXBokYIliij3sXUKAOXcMr517O6mr	362	138	406	179	0.17269939184188843	bud_light	0.9043835997581482
2022_03_30_nUMK0KFKt1cBXBokYIliij3sXUKAOXcMr517O6mr	250	117	511	366	0.16883514821529388	unknown	0.9719594717025757
2022_07_20_hDGqJscaCZ8TnWD7abp02uizrYqWwC5ppji41k71	271	261	389	420	0.7639648914337158	fireball	0.996049702167511
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	76	438	236	608	0.8905647397041321	corona	0.9980279803276062
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	231	369	344	444	0.7758781313896179	gatorade	1.0
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	414	34	580	109	0.6878233551979065	unknown	0.9613071084022522
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	509	102	578	139	0.4623130261898041	mikes_hard	0.7834543585777283
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	519	108	575	139	0.24633242189884186	mikes_hard	0.9993601441383362
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	617	131	640	171	0.16849367320537567	unknown	0.7217162847518921
2021_07_27_4Dt74PxjuvzySeQbOvZVGek1LXvkmExTynNvpW06	232	200	315	347	0.32349058985710144	unknown	0.973267674446106
2021_07_27_4Dt74PxjuvzySeQbOvZVGek1LXvkmExTynNvpW06	266	113	321	185	0.1780555546283722	stella	0.9606690406799316
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	130	285	199	384	0.8637067675590515	corona	0.9792127013206482
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	183	537	256	601	0.8518245220184326	corona	0.9999960660934448
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	523	382	596	487	0.8395680785179138	unknown	0.7619612216949463
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	43	349	132	475	0.800932765007019	unknown	0.9981573224067688
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	265	400	324	510	0.6886526942253113	modelo	0.7340090870857239
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	98	149	146	171	0.6476326584815979	unknown	0.8273258209228516
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	354	71	452	155	0.6377392411231995	heineken	1.0
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	283	282	331	365	0.557685911655426	unknown	0.8390563726425171
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	350	161	422	230	0.53470379114151	unknown	0.9693642854690552
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	344	376	426	482	0.5195784568786621	unknown	0.998971700668335
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	434	368	515	487	0.5183807015419006	heineken	0.9897720217704773
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	204	283	254	337	0.5055574178695679	unknown	0.988846480846405
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	347	308	430	482	0.49292781949043274	busch_light	0.9816608428955078
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	198	172	239	198	0.3623148798942566	3_musketeers	0.9526414275169373
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	115	167	148	184	0.32988685369491577	mountain_dew	0.9519997835159302
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	82	553	101	572	0.174347385764122	kelloggs	0.5049665570259094
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	0	258	16	286	0.14867344498634338	mountain_dew	0.5218437314033508
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	357	73	408	135	0.12317494302988052	heineken	0.9999940395355225
2021_05_05_JwCFMb7HNT0v6Pxh9zoVJFGRWOVl8iJ6FZFA2hpt	316	217	491	425	0.1755990833044052	unknown	0.9998821020126343
2019_02_09_ELhrIs2iRRxoO6gDBOhTF15oCxnVrk6B1ibIDHGK	175	187	489	476	0.6341375708580017	dr_pepper	0.9986569881439209
2022_02_21_iyD53f05kRDju4acmETxNRl8awHmkJyaF8qrcGi7	281	278	372	382	0.23609955608844757	fanta	0.9997556805610657
2022_02_21_iyD53f05kRDju4acmETxNRl8awHmkJyaF8qrcGi7	241	240	394	385	0.12499326467514038	unknown	0.9996946454048157
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	256	93	380	249	0.6303452253341675	heineken	1.0
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	297	91	379	248	0.4358972907066345	heineken	1.0
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	587	199	611	238	0.36959078907966614	gogo_squeez	0.44389185309410095
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	425	55	474	99	0.2025652527809143	heineken	0.8216057419776917
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	30	492	74	590	0.17867973446846008	unknown	0.9929363131523132
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	477	49	490	74	0.15561123192310333	mountain_dew	0.27889636158943176
2020_01_06_7reRWC1m9NOPTEVHmQrjkr7qcuGBnps2WaFU1zGw	147	150	491	491	0.8293886780738831	snickers	0.9999997615814209
2022_03_01_m44IFsdhYoSVozjtLhe72k4L8n0Izu3ZzjPwqRie	495	528	576	589	0.8523210883140564	pepsi	0.9995033740997314
2022_03_01_m44IFsdhYoSVozjtLhe72k4L8n0Izu3ZzjPwqRie	298	519	355	557	0.25397175550460815	unknown	0.7068777680397034
2022_03_01_m44IFsdhYoSVozjtLhe72k4L8n0Izu3ZzjPwqRie	514	87	548	126	0.16742634773254395	lipton	0.8808521032333374
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	537	50	573	83	0.3148175776004791	gogo_squeez	0.9910265803337097
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	147	240	215	277	0.28472262620925903	niagara	0.9310739636421204
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	279	210	321	265	0.25900599360466003	niagara	0.9938949942588806
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	302	289	333	306	0.1122695729136467	mountain_dew	0.9951246976852417
112_DzvEFjOqUMfm2MywcyLHRCuUIEnpV8FSPBXtLzwQ	449	0	505	14	0.11079826951026917	unknown	0.9951207041740417
112_zBIRtlw6Lmp1P8zF71e2U7a0EM1NLoNamUO67Bd8	212	277	311	376	0.8011513948440552	dr_pepper	0.9999754428863525
112_zBIRtlw6Lmp1P8zF71e2U7a0EM1NLoNamUO67Bd8	506	348	630	479	0.4519882798194885	unknown	0.9999535083770752
112_zBIRtlw6Lmp1P8zF71e2U7a0EM1NLoNamUO67Bd8	469	264	640	517	0.15916787087917328	unknown	0.9999995231628418
2021_12_13_oYPILtIFIzNyqXItOeA0Q1jSwESFlHHM9CsIl9zy	289	461	394	549	0.13074509799480438	unknown	0.9996055364608765
2021_12_13_oYPILtIFIzNyqXItOeA0Q1jSwESFlHHM9CsIl9zy	215	328	261	357	0.10208401083946228	unknown	0.9675732254981995
2021_06_08_9dsgpHXzmTgGYuvC9dClAbpgBau9Akig5miAecil	280	242	399	356	0.30731454491615295	unknown	0.999998927116394
2019_11_03_yklUZtntxVJh5Ib4ymZ83Sa9VweDe9yLUBu0TUFE	226	184	427	455	0.891478419303894	starbucks	1.0
2023_03_19_eeimRuHVM0pSN1ki2anJ3dPuv9VVL9n5RIsc1FVG	295	296	345	362	0.1955091655254364	unknown	0.9916467070579529
2022_03_29_kLzjakuPTwwkG4o17ru8DKKiq2rIzSMNxlYn7EXY	308	164	346	239	0.5227525234222412	jack_daniels	0.9512110948562622
2022_03_29_kLzjakuPTwwkG4o17ru8DKKiq2rIzSMNxlYn7EXY	398	374	545	468	0.32817432284355164	modelo	0.9999467134475708
2022_03_29_kLzjakuPTwwkG4o17ru8DKKiq2rIzSMNxlYn7EXY	135	122	190	162	0.3216313123703003	mcdonalds	0.9995835423469543
2022_03_29_kLzjakuPTwwkG4o17ru8DKKiq2rIzSMNxlYn7EXY	356	371	546	511	0.282139390707016	modelo	0.9999998807907104
2021_05_09_IMG_6079	254	240	397	381	0.561627984046936	unknown	0.9930325746536255
2021_05_09_IMG_6079	244	234	445	483	0.1121213361620903	unknown	0.992146909236908
2019_10_12_Eaa5hOBTpSiQ98jD2vqpZIE3MNEW2WLv5tyBf13D	89	71	134	115	0.6961240172386169	unknown	0.9916074275970459
2019_10_12_Eaa5hOBTpSiQ98jD2vqpZIE3MNEW2WLv5tyBf13D	226	274	415	361	0.32371625304222107	unknown	0.9661452174186707
112_XtQZ6cmadWQcnP7NylrlNDJoiWE6hawJfKRU62FC	544	366	637	451	0.40880075097084045	bud_light	1.0
2021_06_21_lRPJjdgOdLdxqUC9Z1eDi4ta6LgCuYimkGtTUMSn	198	251	415	396	0.16266025602817535	unknown	0.9868619441986084
2022_01_14_UZddULfBYgeIjs1EaQf41eIN9lFN5TgEi7omePhT	115	311	233	484	0.8597738742828369	sprite	0.9999194145202637
2022_01_14_UZddULfBYgeIjs1EaQf41eIN9lFN5TgEi7omePhT	482	157	521	290	0.258118212223053	unknown	0.705417275428772
2021_05_18_IMG_7594	190	333	375	485	0.8587694764137268	amstel_light	0.9901211261749268
2021_05_18_IMG_7594	272	158	452	311	0.8228651285171509	amstel_light	0.9999558925628662
2022_09_06_GDP6L8rKo4GEKESfagpK4DQ3XjcPoqbgXtsHXjn8	148	125	495	443	0.7071957588195801	doritos	0.6033575534820557
IMG_3150	372	243	507	328	0.12463414669036865	heineken	0.9912363290786743
112_dNfjIUj5NkyEyoyXoQCZRxx0ivhnUsBndM8Ao0ga	214	208	438	429	0.8151509761810303	sprite	0.9941664934158325
2023_03_30_wEmV8Z3SlaKTgvxksBxZ3UAQCGi7D53fI2i382yS	44	186	222	539	0.5805674195289612	unknown	0.7738154530525208
2023_03_30_wEmV8Z3SlaKTgvxksBxZ3UAQCGi7D53fI2i382yS	489	244	564	273	0.1048518642783165	marlboro	0.9357767701148987
2020_02_01_io8ST2Ek9eKsFKs5E6STtb3VXPQs1cHh0UfrbV1m	201	212	426	487	0.8028870224952698	unknown	0.9978148937225342
2020_02_01_io8ST2Ek9eKsFKs5E6STtb3VXPQs1cHh0UfrbV1m	416	563	513	639	0.14723767340183258	unknown	0.9999942779541016
2022_07_30_jN7ouDJxBBsk0RE6FYBJGRDakiV6kOim5vEsbGYz	204	212	431	428	0.748367190361023	heinz	0.9999896287918091
2022_07_30_jN7ouDJxBBsk0RE6FYBJGRDakiV6kOim5vEsbGYz	258	243	425	424	0.11104533821344376	heinz	0.9999955892562866
2021_07_23_SOQ1Rf9GtsBcjVHOILPRF383QfBfWBcJUiU5CrpL	440	389	561	454	0.6462497711181641	bud_light	0.6685724854469299
2021_07_23_SOQ1Rf9GtsBcjVHOILPRF383QfBfWBcJUiU5CrpL	398	62	545	136	0.35398250818252563	modelo	0.981517493724823
2021_07_23_SOQ1Rf9GtsBcjVHOILPRF383QfBfWBcJUiU5CrpL	414	137	469	177	0.21765173971652985	modelo	0.9741451144218445
2021_07_23_SOQ1Rf9GtsBcjVHOILPRF383QfBfWBcJUiU5CrpL	80	114	234	201	0.14629709720611572	unknown	0.9965857267379761
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	86	23	177	65	0.695872962474823	unknown	0.6138503551483154
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	81	94	191	150	0.4011625647544861	unknown	0.9997465014457703
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	48	249	138	426	0.1486510932445526	unknown	0.6589958667755127
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	537	332	565	392	0.13709887862205505	senorial	0.9994227290153503
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	537	355	602	420	0.12629786133766174	modelo	0.6949166655540466
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	90	238	109	282	0.11400317400693893	mikes_hard	0.8387990593910217
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	45	158	245	550	0.10717350989580154	heineken	0.9999996423721313
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	403	217	477	318	0.10153577476739883	budweiser	0.5610053539276123
2019_11_30_CZryaOuk5AnkAhZDmjXA6PPWvwhGQN9Vr3tWuEiI	199	199	445	420	0.868850588798523	coca_cola	0.9567912220954895
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	298	421	386	585	0.9171180129051208	corona	0.9999935626983643
