im_name	xmin_coord	ymin_coord	xmax_coord	ymax_coord	predicted	conf
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	87	45	126	73	michelob	0.27978527545928955
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	99	176	134	201	bud_light	0.276372492313385
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	87	46	125	73	corona	0.2760588526725769
2021_12_24_IezMybAQ9KD43PCzivdDZmHNiZxGErCOL4AHb0ia	133	65	173	87	guinness	0.25547876954078674
2022_07_26_BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	437	370	592	578	corona	0.4661373496055603
2021_05_29_VU7UVF4xfdumsr1Svj6AnIOsamuoK2ZPPKJDdDsv	290	377	405	471	nestle_pure_life	0.8747838735580444
2021_07_19_yD1q4ppDe8tsIDFYA5UxsmNfDikF5sm26F1ySmAJ	511	226	583	303	deer_park	0.9090729355812073
2021_07_19_yD1q4ppDe8tsIDFYA5UxsmNfDikF5sm26F1ySmAJ	305	50	362	86	kirkland	0.8731178641319275
2021_07_19_yD1q4ppDe8tsIDFYA5UxsmNfDikF5sm26F1ySmAJ	403	395	498	468	deer_park	0.8697448968887329
2021_07_19_yD1q4ppDe8tsIDFYA5UxsmNfDikF5sm26F1ySmAJ	529	165	569	208	kirkland	0.8400837779045105
2022_02_20_lf2FovmSkkV3d5tUoAS3Uiacl8BSAvorCCgMV88X	374	160	542	409	pepsi	0.9475783705711365
2022_02_20_lf2FovmSkkV3d5tUoAS3Uiacl8BSAvorCCgMV88X	95	378	168	485	nestle_pure_life	0.5358470678329468
2022_03_25_MJ3FwiMkU6211YatX5ZLj0kE91Yv5F3Lxe5dFqAV	143	124	319	283	dasani	0.7450023293495178
2022_01_01_RlyJoyZ5NalFeL2w4YXPoAqIFYVPpHysCopmZLtJ	96	100	155	142	dunkin	0.7508258819580078
2022_01_01_RlyJoyZ5NalFeL2w4YXPoAqIFYVPpHysCopmZLtJ	96	100	154	141	coors	0.5252110958099365
2019_03_08_yPvrfhKq1mGeJ09uFgAgCv1EG1stHHQYxccHLvPG	136	141	493	474	snickers	0.735044002532959
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	127	293	189	364	corona	0.8451415300369263
2022_02_23_hVflLjuGT5MXGYIQEaR9GLYFrrz8aNnsaOz206u8	326	302	436	547	heineken	0.6934773921966553
2021_03_21_IMG_6038	205	240	430	431	deer_park	0.8589884638786316
2022_02_20_1M5HfsFJYHfiYguHHfcuBJGK1xQ4DCQmgy5RRRVC	122	393	229	526	pepsi	0.4959951341152191
2022_03_30_nUMK0KFKt1cBXBokYIliij3sXUKAOXcMr517O6mr	262	274	376	365	cheetos	0.9199857115745544
2022_07_20_hDGqJscaCZ8TnWD7abp02uizrYqWwC5ppji41k71	271	260	390	416	fireball	0.9376779794692993
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	227	366	342	443	gatorade	0.957683265209198
2022_04_01_FULd0ipVCmUnZmgyqQe5PcrJla1m1SP7361vGg5e	67	440	232	609	corona	0.9238730072975159
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	184	537	254	602	corona	0.9312269687652588
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	355	71	451	153	heineken	0.9027255773544312
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	289	38	331	72	heineken	0.8498601913452148
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	97	149	150	173	red_bull	0.8442087769508362
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	84	529	128	562	red_bull	0.8194302320480347
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	353	161	425	235	corona	0.8155980110168457
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	197	176	241	199	red_bull	0.7472830414772034
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	206	284	254	336	corona	0.6759152412414551
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	264	403	329	511	corona	0.6480379700660706
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	51	349	132	453	corona	0.5689776539802551
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	346	382	429	481	corona	0.5168552994728088
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	272	383	303	414	corona	0.48991960287094116
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	612	375	639	449	corona	0.41164430975914
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	131	287	200	371	corona	0.39810752868652344
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	362	312	427	365	corona	0.3444434404373169
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	524	383	595	486	corona	0.28514719009399414
2022_01_12_rBfnT5ubzDqaa0tGMJoC6KBErgMYYLGptlKoGzxl	278	282	329	352	corona	0.28357091546058655
2019_02_09_ELhrIs2iRRxoO6gDBOhTF15oCxnVrk6B1ibIDHGK	177	188	472	481	dr_pepper	0.8083294630050659
2019_02_09_ELhrIs2iRRxoO6gDBOhTF15oCxnVrk6B1ibIDHGK	175	185	480	482	doritos	0.7462173700332642
2022_02_21_iyD53f05kRDju4acmETxNRl8awHmkJyaF8qrcGi7	248	273	383	385	fanta	0.7778441905975342
2022_02_21_iyD53f05kRDju4acmETxNRl8awHmkJyaF8qrcGi7	248	274	383	385	coors	0.28249338269233704
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	256	86	380	250	heineken	0.9502543807029724
2022_02_23_cVKH6BZjWdzx5kL4KYNp7a4MwooUZuIlkxkArtFj	425	49	493	102	heineken	0.34938356280326843
2020_01_06_7reRWC1m9NOPTEVHmQrjkr7qcuGBnps2WaFU1zGw	147	151	496	495	snickers	0.9859060049057007
2022_07_27_eHRPXTy1g5A6MQXe6xAcDm1lThjX8XC1etGhgqT2	268	282	358	356	aquafina	0.700704038143158
2022_03_01_m44IFsdhYoSVozjtLhe72k4L8n0Izu3ZzjPwqRie	489	525	608	595	pepsi	0.9385657906532288
2022_03_01_m44IFsdhYoSVozjtLhe72k4L8n0Izu3ZzjPwqRie	513	86	549	126	kirkland	0.8719208836555481
2022_03_01_m44IFsdhYoSVozjtLhe72k4L8n0Izu3ZzjPwqRie	355	399	428	460	mcdonalds	0.8643302917480469
2022_03_01_m44IFsdhYoSVozjtLhe72k4L8n0Izu3ZzjPwqRie	92	60	141	123	kirkland	0.49984556436538696
112_zBIRtlw6Lmp1P8zF71e2U7a0EM1NLoNamUO67Bd8	214	278	315	377	dr_pepper	0.9055382013320923
112_zBIRtlw6Lmp1P8zF71e2U7a0EM1NLoNamUO67Bd8	253	16	331	79	gatorade	0.8191443085670471
2021_12_13_oYPILtIFIzNyqXItOeA0Q1jSwESFlHHM9CsIl9zy	273	458	483	552	modelo	0.6744610667228699
2021_12_13_oYPILtIFIzNyqXItOeA0Q1jSwESFlHHM9CsIl9zy	275	458	484	552	corona	0.48398470878601074
2019_11_03_yklUZtntxVJh5Ib4ymZ83Sa9VweDe9yLUBu0TUFE	232	187	429	456	starbucks	0.9477387070655823
2023_03_19_eeimRuHVM0pSN1ki2anJ3dPuv9VVL9n5RIsc1FVG	322	228	489	378	corona	0.5098549127578735
2022_03_29_kLzjakuPTwwkG4o17ru8DKKiq2rIzSMNxlYn7EXY	361	374	519	520	modelo	0.9313229322433472
112_XtQZ6cmadWQcnP7NylrlNDJoiWE6hawJfKRU62FC	537	366	626	451	bud_light	0.8855754137039185
112_XtQZ6cmadWQcnP7NylrlNDJoiWE6hawJfKRU62FC	257	143	334	217	bud_light	0.8830791115760803
112_XtQZ6cmadWQcnP7NylrlNDJoiWE6hawJfKRU62FC	347	398	379	515	bud_light	0.758465588092804
112_XtQZ6cmadWQcnP7NylrlNDJoiWE6hawJfKRU62FC	203	243	261	301	bud_light	0.6473372578620911
2021_06_21_lRPJjdgOdLdxqUC9Z1eDi4ta6LgCuYimkGtTUMSn	202	238	398	390	powerade	0.6921418905258179
2021_06_21_lRPJjdgOdLdxqUC9Z1eDi4ta6LgCuYimkGtTUMSn	201	239	398	390	kirkland	0.6785271167755127
2022_01_14_UZddULfBYgeIjs1EaQf41eIN9lFN5TgEi7omePhT	117	306	238	488	sprite	0.7897979021072388
2022_01_14_UZddULfBYgeIjs1EaQf41eIN9lFN5TgEi7omePhT	453	152	539	293	marlboro	0.41908180713653564
2021_05_18_IMG_7594	250	145	466	323	amstel_light	0.935648500919342
2021_05_18_IMG_7594	175	324	386	493	amstel_light	0.9287452101707458
2021_05_18_IMG_7594	121	71	206	151	stella	0.3720097839832306
2022_09_06_GDP6L8rKo4GEKESfagpK4DQ3XjcPoqbgXtsHXjn8	143	133	494	441	doritos	0.9860240817070007
112_dNfjIUj5NkyEyoyXoQCZRxx0ivhnUsBndM8Ao0ga	210	201	435	432	sprite	0.8799036145210266
2023_03_30_wEmV8Z3SlaKTgvxksBxZ3UAQCGi7D53fI2i382yS	47	116	229	539	burger_king	0.3573467433452606
2022_07_30_jN7ouDJxBBsk0RE6FYBJGRDakiV6kOim5vEsbGYz	204	208	429	427	heinz	0.9492186903953552
2021_07_23_SOQ1Rf9GtsBcjVHOILPRF383QfBfWBcJUiU5CrpL	71	85	256	192	modelo	0.37153559923171997
2021_07_23_SOQ1Rf9GtsBcjVHOILPRF383QfBfWBcJUiU5CrpL	340	59	545	223	modelo	0.3532713055610657
2021_07_23_SOQ1Rf9GtsBcjVHOILPRF383QfBfWBcJUiU5CrpL	72	80	258	192	coors	0.30214086174964905
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	82	95	195	153	pepsi	0.8911871314048767
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	520	323	607	426	budweiser	0.7713432908058167
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	330	387	424	530	budweiser	0.6068125367164612
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	83	20	184	70	niagara	0.3834248483181
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	133	195	221	295	heineken	0.37441667914390564
2021_12_27_gPCvrnwFeqYHQIVWBaIdkmFxKBvUSa5zx9trS3tQ	330	388	425	534	michelob	0.26287510991096497
2019_11_30_CZryaOuk5AnkAhZDmjXA6PPWvwhGQN9Vr3tWuEiI	198	194	433	428	coca_cola	0.785742998123169
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	151	34	228	129	corona	0.9223754405975342
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	422	358	463	400	corona	0.905659556388855
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	296	422	401	585	corona	0.8848801255226135
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	482	349	591	482	corona	0.8725089430809021
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	93	226	176	323	corona	0.802640438079834
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	549	16	634	118	corona	0.786456286907196
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	356	12	454	128	corona	0.569139301776886
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	447	27	526	146	corona	0.5423378348350525
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	267	55	351	167	corona	0.5247738361358643
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	212	441	316	638	corona	0.4040985703468323
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	416	379	515	551	corona	0.32785719633102417
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	44	397	135	482	pepsi	0.29446378350257874
2022_02_18_J3FbBUT2kpdgkFLmaI3WLXCTlZTB1Uv0YDllMiML	42	393	151	508	pepsi	0.2765878438949585
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	29	87	147	180	doritos	0.9049642086029053
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	244	499	294	605	corona	0.7290226817131042
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	490	90	548	144	corona	0.6552562713623047
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	550	41	607	111	corona	0.6492120623588562
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	140	453	204	551	corona	0.6265919804573059
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	341	255	368	286	corona	0.568616509437561
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	276	322	317	372	bud_light	0.5088589787483215
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	367	61	425	149	corona	0.4342747926712036
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	473	277	498	302	corona	0.4143766760826111
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	428	64	486	154	corona	0.40092733502388
2021_12_31_zohihdHoCmEZMU4cEe7NLE30xY4mqAIkP9wzfQ6N	349	494	374	605	corona	0.2927473187446594
2022_03_29_mA5NFBd6V5n4oVARjxSPohPEl0Rajefp2kxZ6hns	276	312	349	352	seven_eleven	0.7909195423126221
2019_06_11_q3e6MnGCUJ7KpOomDiPicBLxSKujHdqjOk4tf5OO	172	206	479	478	dr_pepper	0.8845728039741516
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	472	306	519	370	coca_cola	0.7670844793319702
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	348	199	399	258	marlboro	0.691125750541687
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	373	339	421	456	sprite	0.6575457453727722
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	189	423	251	575	stella	0.6190165877342224
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	312	352	376	444	bud_light	0.6091805100440979
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	81	206	163	410	monster	0.6073024868965149
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	246	412	286	482	stella	0.538267970085144
2022_01_12_4vQiPHzWvvGyy969e7Gy5WaUnHAJKkYitPUDGTzY	399	15	439	53	modelo	0.3216990530490875
2019_09_24_vpNmNJXvpdKLxqO4XlrreyCEjCQzXUbklB0pAIPa	237	255	430	386	white_claw	0.4099084734916687
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	62	88	106	138	guinness	0.9062010645866394
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	186	509	223	558	guinness	0.9006304740905762
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	80	514	120	560	guinness	0.9004348516464233
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	176	429	217	478	guinness	0.8930649161338806
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	76	409	118	456	guinness	0.8881417512893677
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	533	424	571	468	guinness	0.8753537535667419
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	475	547	511	588	guinness	0.8744006156921387
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	397	525	431	565	guinness	0.8737939596176147
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	322	352	358	400	guinness	0.8709070682525635
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	258	359	298	400	guinness	0.8708817362785339
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	210	86	248	135	guinness	0.8703784942626953
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	541	518	575	560	guinness	0.8694003224372864
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	261	438	298	487	guinness	0.8677458763122559
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	335	451	372	488	guinness	0.8676097393035889
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	319	252	357	306	guinness	0.8652437925338745
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	402	432	438	479	guinness	0.8622937798500061
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	166	273	202	320	guinness	0.8601732850074768
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	522	77	565	125	guinness	0.8597042560577393
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	296	163	332	210	guinness	0.8569710850715637
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	332	80	371	131	guinness	0.8565549254417419
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	511	166	550	215	guinness	0.8553732633590698
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	464	356	507	405	guinness	0.8548405170440674
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	267	523	300	565	guinness	0.854741632938385
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	452	268	488	315	guinness	0.8543160557746887
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	181	349	217	394	guinness	0.853481113910675
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	159	196	195	239	guinness	0.8509521484375
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	335	543	371	588	guinness	0.8491846919059753
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	440	82	481	127	guinness	0.8410823345184326
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	532	265	566	313	guinness	0.84101802110672
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	72	167	113	215	guinness	0.8357025980949402
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	67	0	113	49	corona	0.83353590965271
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	385	257	423	301	guinness	0.8279392719268799
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	218	171	254	219	guinness	0.8279300332069397
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	446	159	486	212	guinness	0.8248868584632874
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	271	70	311	120	guinness	0.8218869566917419
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	360	160	398	208	guinness	0.8213545083999634
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	150	112	193	159	guinness	0.8208868503570557
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	468	445	505	490	guinness	0.8155113458633423
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	250	257	290	300	guinness	0.8098570704460144
2022_02_07_nmC931ztG39CYHXp7lD64XOnCnvyscr3HSVUpmbV	552	351	596	395	guinness	0.8039498329162598
