im_name	xmin_coord	ymin_coord	xmax_coord	ymax_coord	predicted	conf
IMG_3241	1096	1077	1889	1696	heineken	0.9427171349525452
IMG_5641	1233	2160	1923	2968	bud_light	0.9560547471046448
IMG_5641	581	1257	1493	2093	bud_light	0.9184522032737732
lK2KpkydotGnaOOwlPHGGVhxYsed9iuJK9aRH36Y	1606	1449	2217	2116	heineken	0.9316907525062561
CKYAwFX2T04wSveFh0n5QxCWCtWaz3CDoiadR1ek	1990	1203	2469	1644	bud_light	0.6956169605255127
Cunf7NlDwiyY17bsPC87QUuBlrPpOsESfUFqNAkZ	2142	1694	2513	2079	bud_light	0.8930264115333557
Cunf7NlDwiyY17bsPC87QUuBlrPpOsESfUFqNAkZ	2022	1165	2331	1524	corona	0.7790983319282532
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	724	1545	1045	1881	seven_eleven	0.9057531952857971
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	851	795	1234	984	seven_eleven	0.47799718379974365
9OU0u9rKKlC8mjD2JCic2obGk60gKvmbLMfuCauO	2238	612	2391	775	doritos	0.11916477233171463
IMG_3174	982	1427	1549	2183	heineken	0.9478642344474792
IMG_3174	774	813	1020	1262	heineken	0.45933613181114197
IMG_3174	2811	1328	3019	1895	modelo	0.10231329500675201
IMG_3866	1445	1394	1790	1758	bud_light	0.23864495754241943
phSqAmgkUcg125Aq0nswzHMZtFJtlq0OwVWrFtAk	1562	1524	2268	2160	corona	0.9110819101333618
phSqAmgkUcg125Aq0nswzHMZtFJtlq0OwVWrFtAk	1921	2211	2154	2513	corona	0.84370356798172
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1575	1946	1820	2142	modelo	0.9295732975006104
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1713	875	1934	1121	modelo	0.7649936079978943
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2683	1575	2916	1808	modelo	0.6669635772705078
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1304	1480	1480	1713	modelo	0.597756028175354
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1612	1360	1707	1449	modelo	0.5589202642440796
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2160	611	2513	982	modelo	0.5503614544868469
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2110	2343	2331	2595	modelo	0.5079548954963684
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1953	1386	2041	1474	modelo	0.3720826506614685
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2387	2167	2589	2406	corona	0.3482266366481781
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2898	1978	3105	2179	modelo	0.3235182464122772
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2557	781	2828	1058	modelo	0.28892791271209717
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1858	2142	2060	2349	modelo	0.28104647994041443
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1600	1253	1694	1323	modelo	0.2765548527240753
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2564	787	2828	1052	miller_light	0.25984251499176025
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2211	623	2501	932	modelo	0.24062278866767883
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2387	2173	2589	2400	modelo	0.21183991432189941
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1883	2538	1953	2620	gatorade	0.19126038253307343
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1619	1360	1726	1461	modelo	0.15549954771995544
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2236	623	2494	819	modelo	0.14690393209457397
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	1858	2192	2053	2343	corona	0.1223227009177208
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2557	781	2822	1058	coors	0.12194478511810303
Zw1CDxqtdI7uq9jZTmzIpjKhN8ayXv2EPfA6jdk6	2129	2343	2324	2538	corona	0.11298967152833939
IMG_5203	1745	1241	2097	1606	heineken	0.9349080324172974
IMG_8893	749	1253	970	1455	mcdonalds	0.3168938159942627
cP8PErRlvYmRxJriBUtcoGeayxixaWGlbgrQsNaW	1573	1904	2036	2273	bud_light	0.14109142124652863
cP8PErRlvYmRxJriBUtcoGeayxixaWGlbgrQsNaW	2886	2079	3019	2382	bud_light	0.12905041873455048
IMG_0328	1587	1115	2866	1953	heineken	0.5694795250892639
IMG_5065	1486	1234	1827	1549	corona	0.833585798740387
vnQXvgwgh8sIVasQa0jTLtDxGjTGlB1w3HeptYR7	2022	1215	2274	1455	starbucks	0.2799513041973114
IMG_6477	1077	1852	1403	2183	gatorade	0.9213058948516846
IMG_6477	1762	2405	1998	2651	heineken	0.8521283268928528
7j53C7yJCZE5gGYONiu53rrSinShNVFbcWadRWZw	2816	1713	3200	1997	marlboro	0.8399142026901245
IMG_0094	1102	1593	1745	1902	powerade	0.41586434841156006
nUMK0KFKt1cBXBokYIliij3sXUKAOXcMr517O6mr	2213	1147	2483	1377	heinz	0.3423166275024414
dVnzJb91eZ05sGSRaPjIvapDOK0vT9diCiVv2wak	1611	1474	1965	2103	fanta	0.721637487411499
dVnzJb91eZ05sGSRaPjIvapDOK0vT9diCiVv2wak	1615	1460	1965	2108	modelo	0.2671317458152771
BnCIz5FgwWtPcMXZsp8uLT4QLFv1GT2IgOiznYER	867	0	1326	93	gatorade	0.10081074386835098
IMG_6623	609	1304	1152	2221	corona	0.38198092579841614
IMG_6623	609	1309	1152	2226	modelo	0.18538616597652435
IMG_6623	1460	1299	1913	2231	modelo	0.18085624277591705
IMG_1312	1341	2023	1710	2197	coca_cola	0.872081995010376
IMG_3572	1223	1876	1984	2642	deer_park	0.33053916692733765
IMG_0957	1601	1167	2206	1725	corona	0.8611657023429871
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1554	3053	2050	3408	heineken	0.9087573289871216
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2301	1247	2655	1796	heineken	0.9085732698440552
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	722	713	1119	1039	heineken	0.8721908926963806
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	349	1503	685	1810	heineken	0.8569894433021545
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	590	3058	916	3374	heineken	0.8539130091667175
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	704	2349	1025	2642	heineken	0.8433841466903687
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	590	2821	949	3034	heineken	0.8313572406768799
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2192	373	2400	562	heineken	0.8181447386741638
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	614	1961	996	2249	heineken	0.813303530216217
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1252	1871	1748	2306	heineken	0.7997965216636658
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1743	1446	2097	1569	heineken	0.7874501943588257
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	888	1522	1105	1611	heineken	0.7700849175453186
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2376	770	2457	1039	heineken	0.7553288340568542
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1086	1493	1587	1852	heineken	0.7522241473197937
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1228	1436	1341	1607	heineken	0.6912228465080261
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	751	1961	987	2254	heineken	0.6899963617324829
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2234	2968	2494	3114	heineken	0.6318644881248474
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2962	2453	3024	2902	heineken	0.5259654521942139
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1346	879	1649	1035	heineken	0.42950108647346497
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1379	2528	1682	2722	heineken	0.42935529351234436
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1379	2547	1852	2727	heineken	0.18448324501514435
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	463	1503	680	1810	heineken	0.17721283435821533
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	1285	2089	1639	2311	heineken	0.17110690474510193
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2957	2391	3019	2992	heineken	0.16072142124176025
sA2lWliS5hEclOMtiHR8BfNvMFvtxI6BT2oOW7A1	2943	3124	3019	3318	heineken	0.10771691054105759
IMG_7540	1600	1436	2368	1883	corona	0.12320687621831894
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1417	1814	1656	2129	heineken	0.9231209754943848
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1228	1757	1467	2060	heineken	0.8900442123413086
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1795	1228	2022	1430	coca_cola	0.8422684669494629
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1719	1669	1997	1890	pepsi	0.7927729487419128
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	2620	1146	2784	1360	modelo	0.7155889868736267
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1719	1669	1997	1890	sprite	0.6978175044059753
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1726	1675	1997	1890	heineken	0.23650385439395905
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	2331	1726	2538	1953	deer_park	0.106737419962883
IMG_2309	1682	1770	2305	2375	heineken	0.948959231376648
IMG_2309	2286	1323	2734	1908	heineken	0.9424551725387573
IMG_2309	2160	919	2274	1184	heineken	0.7341271638870239
IMG_2309	1323	1524	1575	1745	heineken	0.11225531250238419
IMG_6065	1256	1659	1398	1786	great_value	0.30408042669296265
IMG_3209	1852	2524	2301	2963	modelo	0.7729228734970093
IMG_3209	1601	2183	2310	2973	modelo	0.7390004992485046
IMG_3209	1658	2363	2305	2968	modelo	0.696504533290863
IMG_3209	1601	2193	2074	2925	modelo	0.48766887187957764
IMG_3209	1606	2193	2060	2552	modelo	0.19730788469314575
IMG_3209	826	203	1048	378	stella	0.15727730095386505
IMG_4115	1682	1241	2211	1757	coors	0.4522547721862793
IMG_3874	1072	2004	1469	2391	heineken	0.9292031526565552
RE6BKi0UxBu8hWVzrBKpAk3i7eZrIroQCR5rlnHA	1839	1323	2759	1902	michelob	0.9786518216133118
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	2135	1354	2450	1921	corona	0.8519828915596008
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	2702	1310	2847	1436	red_bull	0.7902551889419556
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	1839	1146	2123	1625	corona	0.7731279134750366
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	1675	1127	2129	1921	corona	0.6167586445808411
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	472	1039	1530	2217	monster	0.5081491470336914
wcCht5DhKNMpranLy3uvSGJevHqDUmYy2TO4FvoH	2671	1071	2790	1146	bud_light	0.13804082572460175
IMG_2968	1554	1909	1856	2264	corona	0.900238037109375
IMG_2968	1918	1852	2088	2041	corona	0.2581201195716858
IMG_0307	628	1753	1601	3308	heineken	0.7703575491905212
IMG_0307	1346	732	1578	1299	heineken	0.1580290049314499
HjvPpfAeK29UAhoBd8ri6anf3pb0GgDol8OhQd8f	1483	2647	1700	2888	heineken	0.9195830821990967
IMG_8991	1308	2065	1658	2325	coca_cola	0.9117254614830017
fQtvV3jqTx3sZQ1D8wRGHR3LlByL0XhsH18kLQ3E	1260	951	1675	1089	newport	0.6261980533599854
fQtvV3jqTx3sZQ1D8wRGHR3LlByL0XhsH18kLQ3E	1260	951	1682	1089	kirkland	0.1655421257019043
cEZ9zgCWK2hsITcvW61WAQeavf2eAP2pX4G2fNEI	2016	1203	2362	1568	great_value	0.6335688233375549
IMG_8736	1902	1197	2431	1726	deer_park	0.893718957901001
IMG_0692	1162	1923	1554	2141	heineken	0.9169541001319885
IMG_0692	1181	1659	1563	1857	heineken	0.9043646454811096
IMG_0692	2008	2481	2310	2888	heineken	0.9041764140129089
IMG_0692	1899	1824	2154	2202	heineken	0.8766065239906311
IMG_0692	1110	2533	1474	2779	heineken	0.8728170394897461
IMG_0692	1337	2179	1724	2391	heineken	0.8611243367195129
IMG_0692	751	2306	1025	2689	heineken	0.8600786924362183
IMG_0692	1058	2774	1403	2954	heineken	0.8175434470176697
IMG_0692	774	1763	1020	2122	heineken	0.8063351511955261
IMG_0692	1176	1309	1545	1559	heineken	0.7805494666099548
IMG_0692	1734	1711	1871	1824	heineken	0.19009023904800415
eUNF3jvQp86MjNVVxuYCv8dC9dQyEvmYe80Icae9	1404	2384	1764	2662	coors	0.8682200908660889
IMG_5416	2450	1505	3131	1688	heineken	0.8790261149406433
IMG_5416	1020	1392	2116	2034	heineken	0.7803075909614563
ZlbBeVYQJFmARnOoP4xVvuYnCpqKkZQGJoKOBVR9	2690	598	3150	1008	modelo	0.5747080445289612
IMG_0822	746	1800	1138	2297	coca_cola	0.26677587628364563
3IIxk6EMH9n7Un7xYwsPtTCwBPJM4e16TkiehifB	1556	504	1820	951	cheetos	0.2463180124759674
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1667	1565	2167	2218	coca_cola	0.9548892974853516
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	2305	1555	2728	2009	coca_cola	0.8953523635864258
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1774	907	1937	1142	deer_park	0.7690597176551819
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1545	198	1749	596	cheetos	0.7587414979934692
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1050	1443	1387	1769	nestle_pure_life	0.5938094258308411
GeD4DMMUJxBugDKeF1Z61VAmWVDiMPvPFl1p27s8	1045	917	1229	1116	corona	0.2772088348865509
IMG_2179	1318	1115	1682	1413	corona	0.48945656418800354
IMG_2179	1072	2580	1252	2751	dunkin	0.15518410503864288
IMG_1189	1256	1361	1521	1588	kirkland	0.8035299181938171
AVCxXxrrWcU83HHx8YGwlV9eDE0Uzo6tLfKR0pKT	252	220	304	266	deer_park	0.7817708849906921
2R7Sp85dVjjkaxudOXW79jnZqqDKkFtx4vnaNhTC	1550	1111	2091	1438	corona	0.8855462670326233
IMG_2944	1048	3029	1313	3237	marlboro	0.7358765602111816
IMG_2944	1237	2566	1412	2793	deer_park	0.6055612564086914
IMG_2944	1412	2911	1578	3100	heineken	0.537425696849823
IMG_2944	1384	1096	1478	1262	kirkland	0.30408424139022827
IMG_2944	1219	1559	1360	1753	deer_park	0.17690922319889069
IMG_2944	2036	2353	2116	2443	guinness	0.11112038791179657
IMG_9035	1209	1474	1762	1867	heineken	0.8715695142745972
fiHHHdiDQa9Bc8vNKf4RcYENJX17heFMQmZqnait	2263	1115	2505	1523	natural_light	0.101541668176651
IMG_3987	2110	1222	2431	1499	nestle_pure_life	0.7298316955566406
IMG_3987	1556	1222	1871	1524	starbucks	0.5914029479026794
PDTjMw0kHdZB8KpRY0IWV6vRJYGg9yHKQoD6Rwto	1052	1694	1738	2104	marlboro	0.7450143098831177
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	2116	1134	2230	1234	heineken	0.6641011238098145
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	2337	1096	2457	1215	bud_light	0.6523346304893494
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	1159	1291	1316	1417	corona	0.5579184293746948
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	2148	1291	2280	1442	heineken	0.36863428354263306
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	1285	1102	1417	1241	corona	0.25839048624038696
YC5LRS6BcKz5QfL2HB3EB5tYxeAlpwA9pTED4TuI	2337	1115	2457	1222	heineken	0.12550891935825348
IMG_6055	798	1134	1105	1460	michelob	0.20686057209968567
IMG_5480	1431	1422	1847	1678	burger_king	0.17426463961601257
IMG_9509	855	1470	1242	1848	niagara	0.2483445554971695
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2564	1008	2948	1417	corona	0.9038922190666199
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2003	491	2318	989	heineken	0.8994840383529663
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2538	1663	2860	2116	heineken	0.8715795278549194
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	1669	2028	2129	2236	heineken	0.758152186870575
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2362	1234	2494	1499	heineken	0.7094352841377258
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	2671	384	2816	724	heineken	0.5362190008163452
tZPmjcPo7sLFRkn8ZdxfvGS1cWxx2R2JodOmfZKd	3855	1543	4025	1782	coca_cola	0.22985953092575073
QFzSPOKzlPHSENTcTqUW8D8vy4Hs8tTxm95mlgYz	879	1193	1189	1660	gatorade	0.7529852390289307
